shift,delta,n_cell,is_observed
114196,-0.0010554044180522907,212,False
120853,-8.232285506812128e-05,225,False
84316,-4.419334851587335e-06,226,False
17188,-0.00036710214729894345,204,False
60517,-0.00023905147670982014,177,False
154198,0.0016275537875337538,216,False
6923,0.0009388170400905874,225,False
135986,0.0007799236212527249,220,False
105892,0.0005313035399031353,173,False
43977,0.0007260090887470319,218,False
120342,0.0005027337749910328,196,False
129447,0.0008235674653643573,235,False
6775,0.0009044756671514763,211,False
16544,0.00015839978654572865,217,False
102994,0.001195692053159717,196,False
154518,0.0008513707374101382,236,False
3800,0.0006406736785498371,192,False
102984,0.0016471041340103373,225,False
21197,-1.9571615308626702e-05,212,False
100579,0.0006764842037625859,174,False
96436,0.0009502324474104796,202,False
14074,0.0008090674658602628,208,False
105310,0.0002855419989638573,183,False
138742,0.0005424669419130684,224,False
133550,0.000385033689565477,248,False
4578,0.00039244075112620006,210,False
38105,0.000983632474647876,178,False
37318,0.0005164811028161891,204,False
70157,0.0007353656899521283,186,False
22201,0.000294058232996431,182,False
132144,0.0007735328085823628,228,False
120154,-6.460460113588221e-05,197,False
125035,0.001487631197821336,202,False
30730,0.00028866001013372355,181,False
2348,0.0014687667242396078,242,False
140845,0.0006958128906550102,214,False
44749,-0.0004835732636572661,185,False
101529,0.002342646410695166,191,False
140659,0.0007153263907507335,182,False
5685,0.0007975524001712085,198,False
941,0.0020402428705274538,281,False
935,0.00152526682249446,288,False
24257,-0.0005535962090195347,184,False
8080,0.00038094477473129857,182,False
126833,0.0002299692324025066,184,False
93748,4.5400367657130474e-05,240,False
151573,0.000506433124499468,217,False
123973,0.00040652995027016246,153,False
148967,0.00021725478683756787,223,False
36966,0.00025537302608312186,172,False
44578,-5.9821143866334246e-05,163,False
131381,0.00038257384404220807,266,False
37945,0.0001575435114000907,183,False
8941,0.000381611479754273,214,False
103517,0.000918975788214077,187,False
123893,0.00025954984967965333,210,False
149741,0.0012846526108327776,218,False
143496,0.0012937673093552727,217,False
18678,-0.00012534902620307394,189,False
119433,0.0007363905772460991,225,False
130874,0.0004705330506737657,258,False
107998,0.0011507213542269422,195,False
126805,0.0006640509104526895,198,False
129615,-3.100591148827035e-05,249,False
69115,-2.3473119308540793e-05,151,False
6301,0.0001255864015898301,217,False
70605,0.0010959657337069014,195,False
31283,-0.0001097325281884621,173,False
17674,0.0006636560058074106,191,False
19404,8.970040215353356e-05,176,False
107882,0.0013830660882690885,214,False
78076,0.0001429530547364107,169,False
83534,0.0004610977886238312,237,False
115273,0.0005559158660800883,173,False
84836,-0.000288529120095387,232,False
97471,1.053118121123751e-05,160,False
13392,0.00012466293346585707,229,False
131647,0.0005766761300854625,265,False
69460,0.000553389517761319,172,False
24085,-0.0001899442144967993,165,False
125804,-0.0002929942491908925,179,False
113639,0.00027401161881839887,223,False
8291,0.0005920889073622442,180,False
29932,0.0005674460425395294,223,False
2530,0.0014385253570986629,243,False
41944,-0.00010557190979851281,188,False
15549,0.00018910066875393652,216,False
109819,0.00032318502424372446,165,False
80862,-0.0012156496049890095,193,False
151597,4.858748763313855e-06,186,False
115927,0.0007817339347541819,192,False
94616,6.760963483820557e-05,228,False
78815,0.0003862005553200606,215,False
8519,-0.0002617234792044354,213,False
10946,0.0008796822763741492,233,False
95353,0.000952408540667192,200,False
772,0.0017219028137818364,253,False
6641,0.00068616783874791,206,False
33965,0.0005851473531436822,183,False
136750,0.0011948310182715277,214,False
71028,0.0006725881163454294,205,False
109769,1.8421260846642397e-06,165,False
63707,0.00013675907558368782,171,False
26854,0.0010484218556735454,241,False
57462,-0.0006915641754360864,206,False
14272,0.0008502431195503146,201,False
119147,0.0011754357515818068,238,False
28463,-8.890482123406746e-05,234,False
58269,0.00024893616338371227,217,False
151569,0.0008454199041656788,204,False
91590,-0.0002866738653819744,230,False
70971,0.0005843368260820662,183,False
84024,0.00019580418953878356,266,False
121284,-7.157320486104661e-05,223,False
39428,0.0006964106178463527,204,False
98459,0.001122374248552142,212,False
134980,0.0011235771083485434,226,False
88568,-0.0012484002409637262,210,False
69113,0.0006411016575039796,161,False
22527,0.00021328877236934075,207,False
38471,0.0013512362392737653,211,False
146314,0.00041270808259513084,228,False
83753,0.00032273900262805083,239,False
46671,0.00011030944761134044,204,False
64759,2.1273998006312016e-05,183,False
89434,-0.0006254156037071147,215,False
83179,-0.0008589280885865948,182,False
108254,0.0014111902778334293,203,False
39894,0.0003758007277506628,216,False
100442,0.002219614750776219,167,False
68516,0.0003629395593564564,182,False
145475,0.0009908310707756034,217,False
24504,0.0007599714039255869,179,False
23038,-0.0005245396805750722,182,False
71450,0.0007039142757926565,126,False
78667,0.0005365480468548381,203,False
106878,0.0017043725516345805,213,False
62543,-0.0006116643739003371,164,False
141320,0.00043792607308257097,216,False
73383,-0.00015828623088127628,182,False
20086,0.00034996479912317814,198,False
18522,0.00021484990012020434,200,False
150546,0.0013346986494609332,232,False
20821,-1.2589335431403201e-05,233,False
146596,0.000554422156670512,250,False
43075,-0.00018330913652725967,196,False
14533,0.00016333045940429127,206,False
47191,-0.000442799001059555,200,False
95104,0.0001446936274557112,232,False
66233,0.0011336178055306385,219,False
121516,-0.00033602181538700416,255,False
94530,0.0004763578581922825,203,False
62041,-0.00021387861779281054,181,False
98184,0.0016999535330592063,208,False
150246,0.00048800764435107515,219,False
63745,-0.0003292434413407325,159,False
23812,-0.00034189486313463617,188,False
63277,-0.00039506287407996634,184,False
129945,0.0007547628972897826,259,False
33732,0.0004936755947854469,181,False
146796,0.0008085888208949559,230,False
91025,-0.00023356650515409902,192,False
93075,-5.573641659141925e-05,261,False
49098,-0.0002721091353564975,235,False
142362,0.0008669343412207838,205,False
5669,0.0009021734119666855,217,False
46258,-0.00012228307154430918,209,False
64764,0.00024164387105888297,177,False
73864,-0.00044060712084428876,190,False
73378,-0.00041315823244286016,174,False
22959,-6.557236884097344e-05,175,False
34963,0.000784046668305169,185,False
14816,0.0002036041226649515,183,False
88575,-0.001184788117337546,208,False
54326,0.0001073664594802256,251,False
87542,-0.0007778784221814403,182,False
91242,-0.00029639964971198477,215,False
108598,0.0001269541194606839,181,False
84646,0.0005015131672017903,265,False
100243,5.514200582541362e-07,197,False
90846,-0.00025221026639401915,193,False
100936,0.0018258015976870031,178,False
95405,0.0009382257900808856,205,False
48970,7.050311864748284e-05,256,False
38161,0.0008192364906995609,176,False
121802,-0.00043126933882892886,213,False
53064,-0.0006210349786118651,242,False
84972,0.0001809391916939656,216,False
30540,-0.0003803498652881804,188,False
66776,0.0004346598476512593,190,False
81961,-0.0011191688858331512,204,False
96853,0.0015537168748531677,235,False
81453,-0.0002248556146619483,192,False
55839,0.00031942135290035896,208,False
148748,0.0006163134307384387,210,False
79345,0.0004489260782697881,202,False
