model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,regime,status,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation,significant_opposite_positive
scsad,market_return_cu,-14.381648159386556,-0.47187497572559567,2.528403815461787,0.0829592321980727,-5.688034510721499,1.2850985629742203e-08,-19.337228576065314,-9.426067742707797,-0.0006868705658595563,0.8379822507906403,57,0.7813890489757578,-277.3932093441624,-269.2210042728242,0.0223322332235062,0.019793775923877436,5.4719873856250865e-17,0.4155353159780294,-0.17745139258478648,0.42269234933754074,2.3129661008316367,3.0,0.4461115046831923,0.2505437380103956,4.312369258197982,4.312369258197982,3.9746608499279588,4.0,4.0,HAC,mid,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,5.7829435333839915e-08,True,False
standard_csad,market_return_sq,0.3248354132945981,0.15841024839346,0.7979677783385608,0.38913944971248904,0.4070783584406554,0.683950437748104,-1.2391526930724222,1.8888235196616183,0.031879323322236246,2.745295281163468e-20,42,0.40862117955258626,-219.19372303964587,-213.98071418479577,0.011539691416545367,0.01657572193108929,-3.5850951836854015e-17,1.1359866140306192,1.0320688815708747,0.00891146214189529,1.444142894659112,3.0,0.21474141174685854,0.11963329026630742,9.253536384088209,9.253536384088209,5.9148594503212015,3.0,3.0,HAC,high,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.769444242466617,False,False
no_intercept_csad,market_return_sq,-2.0956047888304763,-1.0219491519297366,0.5387996243551342,0.2627527013226027,-3.8893954154823596,0.0001004942646383333,-3.151632647450249,-1.0395769302107032,,,42,0.8559961012839509,-202.31403424534435,-197.10102539049424,0.017247890956886152,0.02026484814653323,0.00599104577180322,0.04680792616483447,-0.6360009905874797,0.6448729838039196,1.8747895931862115,3.0,0.20597253867812806,0.09658787028376964,7.819271276844571,7.895030646144484,6.063840754933248,3.0,3.0,HAC,high,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,0.00022611209543624993,True,False
scsad,market_return_cu,-5.575206658735338,-0.256241231547539,1.3306955463456889,0.06115989710913983,-4.189693633563126,2.7933133301777465e-05,-8.183322003960738,-2.9670913135099375,0.0013723694233200511,0.7111575663849299,42,0.835392232877615,-197.06077993622168,-190.1101014630882,0.01863698987017151,0.021065086139194937,-1.3095510126028726e-15,0.3492946419099806,-0.30155064991554514,0.5820145353270978,2.441033749708966,3.0,0.4106031476224552,0.3503122276694429,3.194369222711458,3.194369222711458,3.277630179122966,4.0,4.0,HAC,high,estimated,okx_listing14_equal,okx,five_year,listing_aware_survivor_14,equal,weekly,baseline,8.379939990533239e-05,True,False
standard_csad,market_return_sq,-0.09371550949998733,-0.02037030320559605,0.8249083179567157,0.17930471320330177,-0.11360718210736329,0.9095491937185777,-1.7105061032426656,1.523075084242691,0.011434823862203606,3.483989659686064e-75,823,0.2812547246526709,-5664.753864815948,-5650.614996213917,0.04903280179472313,0.007718687127860046,-1.8906167302699355e-16,1.8275333499885345,6.5714594540325955,0.0,1.3329526250009565,6.0,3.61128707312446e-63,4.791006467739313e-22,5.717827922392256,5.717827922392256,4.563254160704859,3.0,3.0,HAC,low,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.9095491937185778,False,False
no_intercept_csad,market_return_sq,-4.850608373709971,-1.0543437669096662,0.8876893149477664,0.19295099172305402,-5.464308617926072,4.6471443780123305e-08,-6.590447460468626,-3.1107692869513155,,,823,0.7112413352548983,-5232.25741782332,-5218.118549221289,0.08293039029652115,0.010038225258402094,0.0036003318341277196,0.8885798872934769,4.12773340069237,4.727410353912332e-149,1.4696671362950902,6.0,4.3646987374076057e-10,2.61068071181375e-25,4.778731179884539,4.778731179884539,4.8813430906614705,3.0,3.0,HAC,low,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,4.1824299402110973e-07,True,False
scsad,market_return_cu,-24.2952829851722,-0.2959683339046231,6.186007865517486,0.07535876172323282,-3.927457499787675,8.584858501040901e-05,-36.419635609667964,-12.170930360676433,0.00015857241877639512,0.7015505289571469,823,0.6819934396020932,-5152.087962298229,-5133.236137495521,0.09119341560981445,0.010526447373217191,-1.0154561139569703e-16,0.03958374198625937,2.5658195268866315,6.310122754433482e-49,2.038413688015126,6.0,0.8102542033953929,3.449429071956519e-20,2.9407825395253337,2.9407825395253337,3.140943104913306,4.0,4.0,HAC,low,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.000257545755031227,True,False
standard_csad,market_return_sq,0.4410313501748645,0.12227885747521296,0.35587087490087055,0.09866755271326956,1.2393016155022964,0.21523382067043195,-0.2564627477776008,1.13852544812733,0.015069180611916562,1.68959047640927e-79,591,0.1956383484288038,-3769.733194751665,-3756.5877466994466,0.05814702868940701,0.009919048714127968,-9.159105134412908e-16,2.258324702499408,8.253256622193495,0.0,1.0476582329733521,5.0,1.3767497437096313e-91,0.0795635295878708,5.248311995970146,5.248311995970146,4.352062836223537,3.0,3.0,HAC,mid,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.2767291980048411,False,False
no_intercept_csad,market_return_sq,-3.3990423075153515,-0.9424069506807058,0.6832005523317181,0.1894218697433499,-4.975174999368262,6.518872061280689e-07,-4.738090784303392,-2.059993830727312,,,591,0.6541749188848229,-3444.3578524672703,-3431.212404415052,0.10083900900519528,0.013062326772801643,0.004796736314638276,1.04708644352376,3.2171607674168055,3.972766376660543e-78,1.301323826062985,5.0,1.1547540153722678e-30,1.9611301364426715e-06,4.088852642882962,4.088852642882962,4.490278296790979,3.0,3.0,HAC,mid,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,2.93349242757631e-06,True,False
scsad,market_return_cu,-13.431047109049457,-0.2767777801580309,3.593303130222654,0.07404831922209795,-3.73779962956179,0.00018563779475867616,-20.473791829820897,-6.388302388278015,0.0004269003240645387,0.49598740865845736,591,0.6248523250977847,-3394.296129456703,-3376.7688653870787,0.10938217989126024,0.013604404823852804,1.6120776456549545e-15,0.27474472620612184,3.1739685914600893,5.9033371296309396e-55,2.0436442323367263,5.0,0.01901990438080194,0.03401984918651058,2.5479595990265556,2.5479595990265556,2.860392516634677,4.0,4.0,HAC,mid,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.00041768503820702136,True,False
standard_csad,market_return_sq,1.022242701820616,0.30080698490723773,0.9215272243569481,0.27117026648862574,1.1092919175925033,0.26730427066869067,-0.7839174686921644,2.8284028723333963,0.013212467335349812,3.5800557549823133e-37,212,0.38336090057411487,-1434.497885731737,-1424.428126907721,0.013896863114517473,0.00809637209534088,-1.0365791034751977e-15,1.7466633447387352,6.110708392299017,1.8148231372098042e-91,1.6586629330489673,4.0,0.08994190170458254,1.1225037164592427e-09,5.3279667765975365,5.327966776597539,4.388615485610025,3.0,3.0,HAC,high,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.300717304502277,False,False
no_intercept_csad,market_return_sq,-2.316768433226082,-0.6817364661893135,0.7978874350669649,0.2347877986415601,-2.903628170346661,0.0036886595316258314,-3.880599069674374,-0.7529377967777897,,,212,0.75663520172449,-1326.0564021334178,-1315.9866433094019,0.023177444165982802,0.010455982346038731,0.003356156098460632,0.6154305699499178,1.5293062961190715,1.0389159467737986e-07,1.6946035890450382,4.0,0.2380719783262004,1.0409916950585648e-06,3.7699642792923127,3.7699642792923127,4.420496174181552,3.0,3.0,HAC,high,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.005532989297438747,True,False
scsad,market_return_cu,-11.980791118950615,-0.24674443408347865,3.5622347036541497,0.07336423590887702,-3.363279546589305,0.0007702232599142822,-18.96264284259146,-4.998939395309769,0.0009425490692746183,0.21043322493747496,212,0.752791563765725,-1321.2472437079118,-1307.8208986092238,0.02348660641325725,0.010525487129240965,3.378259412254154e-15,0.026127098884390604,0.8406082988629868,0.0615741266016883,1.9235302828168235,4.0,0.08709181349338117,7.764784435121241e-05,2.0587054587858984,2.0587054587858984,2.4744194119138676,4.0,4.0,HAC,high,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,daily,baseline,0.0013864018678457078,True,False
standard_csad,market_return_sq,0.6998682421573069,0.351560356737717,0.4278897565077486,0.21493913622739802,1.6356274753322662,0.10191757646094461,-0.1387802699514935,1.5385167542661073,0.033288408945595024,8.311473526218118e-29,97,0.3887073258700152,-471.5489235630148,-463.8247906275046,0.04132238703545809,0.020639864099752908,2.464380360717567e-17,1.5810874682014247,3.421243579958394,3.846449933057132e-18,1.601561451959405,3.0,0.009755553323951584,0.02368098793232612,8.0010418438288,8.0010418438288,5.474559486175365,3.0,3.0,HAC,low,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.1310368840212145,False,False
no_intercept_csad,market_return_sq,-1.7240810502852684,-0.8660466536025386,0.46964817855137486,0.23591537842008448,-3.6710055080021373,0.00024159813307349852,-2.6445745656508,-0.8035875349197369,,,97,0.7338321445343131,-415.8480781366119,-408.1239452011017,0.07337915708942036,0.027504293402322386,0.009905991648704428,0.021097093618138833,-0.43481097078843645,0.6329196941955395,1.652660884055823,3.0,0.4597821194397945,0.39104781571873887,6.905607910854812,6.905607910854812,5.64090977187263,3.0,3.0,HAC,low,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.0007247943992204956,True,False
scsad,market_return_cu,-3.9271428494903513,-0.2465967897285916,1.3222574744619446,0.08302841554115253,-2.970028852427846,0.002977717805124123,-6.518719877724653,-1.3355658212560497,-0.0005240414604325787,0.8644572540359606,97,0.7186679833839469,-408.5070729883977,-398.2082290743841,0.07753285954903946,0.028272032654240983,-1.809477539168385e-16,0.08956681976676191,-0.35065527335703583,0.686152598638976,2.1620103984677996,3.0,0.8289869992815128,0.4286838768393981,3.0806077059749075,3.0806077059749075,3.2235565344937713,4.0,4.0,HAC,low,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.004466576707686185,True,False
standard_csad,market_return_sq,-0.049443268615251,-0.0156848519643927,0.962911554261896,0.305463728559857,-0.05134767403757132,0.959048479793802,-1.9367152352660533,1.8378286980355512,0.03851190431454449,8.954590617570544e-15,66,0.06943788736290046,-336.06166681531954,-329.49270258924025,0.021688462282434793,0.01812768779754814,-1.2999912594214072e-16,1.5262551712164312,4.18974995138669,1.29514223358993e-14,1.8053574513977602,3.0,0.6939637946215825,0.8918315421958276,7.2735496186533535,7.2735496186533535,5.201657407951867,3.0,3.0,HAC,mid,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.9590484797938019,False,False
no_intercept_csad,market_return_sq,-5.054310351640144,-1.6033751786207797,0.8855287226124925,0.28091562943535786,-5.707675225631174,1.1452968983307897e-08,-6.7899147552363885,-3.318705948043899,,,66,0.7247278383577296,-289.7964995452437,-283.2275353191644,0.04371834508355866,0.025737116542703595,0.008674423682069103,0.9697625205728375,2.73537288156166,1.9562483536553057e-06,1.4384627570786062,3.0,0.25604676750539396,0.0862377023139276,7.525601423050109,7.525601423050109,5.325265717221514,3.0,3.0,HAC,mid,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,1.0307672084977108e-07,True,False
scsad,market_return_cu,-15.088945388831705,-0.335949727130669,4.379102351081157,0.0974990764438636,-3.445670865652728,0.000569643712178686,-23.671828281565446,-6.506062496097963,-0.004174299352634293,0.4608255952698411,66,0.6965715763282065,-283.00747299786644,-274.24885402976076,0.047008517949992355,0.02668801738551557,4.615415793659505e-17,1.0935895993123805,3.7547938140355956,2.649097081298211e-10,1.8222412565779473,3.0,0.835923164789491,0.3300187569669745,3.767136495977185,3.767136495977185,3.621967180442483,4.0,4.0,HAC,mid,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.0012816983524020435,True,False
standard_csad,market_return_sq,-0.5224202803160809,-0.18176462717804542,0.828429999431341,0.2882339672928486,-0.6306148747325492,0.5282923705612014,-2.146113242914047,1.1012726822818848,0.03217486905687685,2.7059907903333545e-18,40,0.3695551149958327,-204.69539523482848,-199.62875687248666,0.012077845039412333,0.017376597077256185,-7.945033519973776e-16,0.9339767364393253,0.8913692073830859,0.0483107381058074,1.2089236397082344,3.0,0.02908732769279206,0.02071140708497201,9.670682701511698,9.670682701511698,6.0543744295383,3.0,3.0,HAC,high,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.5943289168813516,False,False
no_intercept_csad,market_return_sq,-4.75402552111545,-1.6540584448935378,1.0370043153664008,0.36080280545493987,-4.584383546596649,4.553277671203617e-06,-6.7865166310462115,-2.721534411184688,,,40,0.8333367037854051,-183.3539550022823,-178.28731663994049,0.020592126451245564,0.022689274146193813,0.006508204917090085,-0.1493013256251604,-0.8487679614826447,0.4805534278507946,1.7072628540739887,3.0,0.9446356846302317,0.06485219585760982,11.700665222474742,11.981563461805852,7.489965684575848,3.0,3.0,HAC,high,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,2.0489749520416276e-05,True,False
scsad,market_return_cu,-19.027598949128723,-0.5116886172454869,6.005124627985405,0.16148931483661383,-3.168560209467641,0.00153196014141179,-30.79742694265461,-7.2577709556028385,0.0007972395745576414,0.8674365411494718,40,0.8002948030947662,-177.82695624190893,-171.07143842545318,0.022490292251977243,0.023711965466815085,-2.4771851236948807e-16,0.05009276779255908,-0.940433812394363,0.4506284331850695,1.7756559644259209,3.0,0.3769499052827964,0.2756222008546329,6.255178126164741,6.255178126164741,4.8577123068418615,4.0,4.0,HAC,high,estimated,okx_listing14_lagged,okx,five_year,listing_aware_survivor_14,lagged_liquidity,weekly,baseline,0.0027575282545412223,True,False
standard_csad,market_return_sq,0.2716312760817321,0.10355794880498216,0.21816623265819118,0.08317469136284125,1.2450656216230607,0.2131076297724298,-0.15596668257110874,0.699229234734573,0.01995337741219871,3.2498427259141732e-121,714,0.250621848129027,-4694.734977459487,-4681.022328572468,0.05780635637373099,0.008997848822724131,-1.6540612639285858e-15,1.4910633197737133,3.3689179574044346,7.152002879900025e-130,0.7865044616328473,6.0,7.442121819426128e-216,0.7532547998687565,3.8317541310019987,3.8317541310019987,3.640268351997151,3.0,3.0,HAC,low,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.3196614446586447,False,False
no_intercept_csad,market_return_sq,-2.567373018256723,-0.9787970200748279,0.9472886993689582,0.36114867200812056,-2.710232920509865,0.006723597359470792,-4.424024751981672,-0.7107212845317745,,,714,0.6975631522051526,-3996.848016250103,-3983.1353673630842,0.1536275951153601,0.014668493414155407,0.00693908951159401,0.532426289285846,2.0698848719289327,4.320648525755814e-35,1.2491020610855217,6.0,4.042753036722536e-17,6.406031802551606e-47,3.562428725116166,3.562428725116166,4.053286245207927,3.0,3.0,HAC,low,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.015128094058809282,True,False
scsad,market_return_cu,-2.781706184773499,-0.08550475784661482,3.312508576788582,0.10182069022009414,-0.8397581833494643,0.40104398389345797,-9.274103693759152,3.710691324212154,0.0008077107828439441,0.26551765678326145,714,0.6626666466065196,-3917.1555432020605,-3898.872011352702,0.17128767410806012,0.015488663700674025,1.2594967086083709e-17,-0.19755155663519092,0.6672394607361154,0.0001702578341763243,1.9363941030839378,6.0,0.6009085609830502,7.880692945009976e-07,4.226813715693275,4.226813715693275,4.100654229587627,4.0,4.0,HAC,low,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.41415266891846836,False,False
standard_csad,market_return_sq,0.24854812426214523,0.11360349477792703,0.13948790803214037,0.06375551567228896,1.7818614370851096,0.0747718304835407,-0.02484315175968521,0.5219394002839757,0.020814518877922975,1.2866581003107906e-131,585,0.22455357287471145,-4026.6842789333277,-4013.5694433916324,0.03474420028883103,0.007706607253877879,-1.0010985392987523e-17,1.3705135738760343,3.4499490840358993,7.565514805215911e-102,1.0310272827635767,5.0,3.655494899515508e-74,0.8410420546205482,5.26757385510925,5.26757385510925,4.360930274825485,3.0,3.0,HAC,mid,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.13458929487037327,False,False
no_intercept_csad,market_return_sq,-3.5218446646326584,-1.6097239243104684,0.6207752577282711,0.28373675705240775,-5.673300636241302,1.4007209280866265e-08,-4.73854181227364,-2.305147516991677,,,585,0.7660283100380143,-3427.7199462969234,-3414.605110755228,0.09672610396851425,0.012858606746749265,0.005111073669758008,0.5250779208908288,0.8423080940799741,3.900801623067148e-10,1.3608964137293371,5.0,3.8543833393619627e-14,1.801919957472038e-35,4.04070099582047,4.04070099582047,4.532341515836306,3.0,3.0,HAC,mid,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,6.303244176389819e-08,True,False
scsad,market_return_cu,-13.043020149631307,-0.34311947121049696,2.266687707965402,0.05962918701604605,-5.754220179425966,8.70426499989561e-09,-17.48564642144314,-8.600393877819474,0.0015393493212853512,0.05889987497273923,585,0.7284190946934331,-3339.042357918927,-3321.5559105299994,0.11217387599822835,0.013847390201102405,1.0010985392987523e-17,-0.1633644119204965,0.44966899717433284,0.02713661312104621,1.8084983320714063,5.0,0.16475334409993783,4.2751467048013744e-06,2.6048745514130998,2.6048745514130998,2.90118928161791,4.0,4.0,HAC,mid,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,6.303244176389819e-08,True,False
standard_csad,market_return_sq,1.2297102007556662,0.5131544542414336,0.2795964876418749,0.11667479291911285,4.398160402968859,1.0917228355975624e-05,0.681711154773693,1.7777092467376394,0.02031041658095414,1.569993456263103e-15,327,0.4488302701085336,-1802.3029646447176,-1790.933084132026,0.0759336473922017,0.015238536313142993,-7.893787560408224e-18,8.6095310477415,119.07996397461133,0.0,1.7642562722137283,5.0,0.12607305184619516,7.192021650327684e-10,3.433409222293941,3.4334092222939425,3.412884944758218,3.0,3.0,HAC,high,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,3.275168506792687e-05,False,True
no_intercept_csad,market_return_sq,-0.2225956514827494,-0.09288851144192667,0.2725857947705748,0.11374925137931302,-0.8166076727149328,0.41415266891846836,-0.7568539919303027,0.31166268896480387,,,327,0.6804650735056345,-1650.4946600600906,-1639.124779547399,0.12079627852180912,0.01921997865704845,0.006756146800655638,3.289355583069461,39.97816022039515,0.0,1.5587649167117987,5.0,0.19231889280015496,7.386901554334007e-09,2.8206449998868033,2.8206449998868033,3.7571986254973453,3.0,3.0,HAC,high,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.41415266891846836,False,False
scsad,market_return_cu,-2.2087257808465446,-0.18411663274107812,2.0587558951566884,0.1716153296797276,-1.0728449089290608,0.28334070745102213,-6.243813188313174,1.8263616266200846,0.0022852212307869087,0.16128017028235542,327,0.684842189555434,-1654.6821948322763,-1639.5223541486873,0.11853204588226136,0.01903899474081708,3.6311422777877824e-16,-2.404706595908894,25.620442795712272,0.0,2.2841946374922313,5.0,0.04316208882996231,2.9086319457112293e-13,5.409088494678302,5.409088494678302,4.690655882703428,4.0,4.0,HAC,high,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,daily,baseline,0.3642951952941713,False,False
standard_csad,market_return_sq,0.08405987519062369,0.06332885955411227,0.22306753609713625,0.16805417129804567,0.3768359872591198,0.7062954949345425,-0.3531444616798518,0.5212642120610992,0.056519247758719124,1.2899728839417597e-59,108,0.20340248150030593,-504.43551782174245,-496.3891241403698,0.056022569988733346,0.022775590001044517,-1.9981444482547668e-17,1.25464546578391,2.20015287685872,8.567881238905068e-11,1.1247531864921985,4.0,1.642546688880038e-06,0.2285562708557414,7.936320349507881,7.936320349507881,5.450837049262121,3.0,3.0,HAC,low,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.7945824318013602,False,False
no_intercept_csad,market_return_sq,-2.4198010949312767,-1.823024877711015,0.31504668640371164,0.2373492383970916,-7.680769864789057,1.5813534168837257e-14,-3.037281253731236,-1.8023209361313173,,,108,0.7782009846437034,-412.7561888136761,-404.70979513230344,0.13092666025556704,0.03481786741394783,0.013389646566082233,0.371540791047529,-0.5627669446339421,0.13577241661680828,1.4021676631177231,4.0,0.46738118076255064,1.813026685955094e-05,6.39769076448203,6.39769076448203,5.650045585790541,3.0,3.0,HAC,low,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,9.862035632628944e-14,True,False
scsad,market_return_cu,-5.131288972218159,-0.40893497829319125,0.726592408287438,0.057905343534487744,-7.06212852445361,1.639712140722058e-12,-6.5553839239017595,-3.7071940205345584,0.002727171433357178,0.583612826830086,108,0.7500766134591624,-398.03876005589393,-387.31023514739707,0.1472882116937217,0.03692938853954707,-5.943034130661284e-18,-0.2215483608969257,-0.1274448204779146,0.6066852083031089,1.6841630508034149,4.0,0.03205755777435594,0.33769266044638185,3.2554260282929466,3.2554260282929466,3.3620829484031645,4.0,4.0,HAC,low,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,4.9191364221661745e-12,True,False
standard_csad,market_return_sq,0.009274478911604156,0.006475982645926247,0.37369828500983876,0.2609379601379169,0.02481809332188928,0.9802000591192885,-0.7231607007920642,0.7417096586152725,0.05833290471294066,5.326566442414491e-20,48,0.03196855559828449,-248.60745146718938,-242.9938484344657,0.013967836838188693,0.01705862247649551,-6.187180397650612e-17,0.8445543641914035,0.38767907061990403,0.06540775733510605,1.0083238565984214,3.0,0.0015948614689851284,0.2688785156967821,6.67025777152157,6.67025777152157,4.963914524587514,3.0,3.0,HAC,mid,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.9802000591192885,False,False
no_intercept_csad,market_return_sq,-3.660604003669074,-2.556047431592981,0.8811575995723199,0.6152756804499947,-4.154312469694174,3.262670704920035e-05,-5.387641163534587,-1.9335668438035607,,,48,0.7390557011658061,-185.36638849086086,-179.75278545813717,0.052158098575032466,0.03296402666008068,0.013793140394053436,0.6478631329245877,-0.09773275732155717,0.1981080661058113,1.285571278962661,3.0,0.31864773457473566,0.0005197432031131347,6.905842370058116,6.905842370058116,5.625364799500784,3.0,3.0,HAC,mid,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,5.872807268856063e-05,True,False
scsad,market_return_cu,-11.744103035761908,-0.5634026108071271,3.6931247754615244,0.17717114148228516,-3.179990861341603,0.0014727969691868345,-18.98249458607907,-4.505711485444746,0.010489206427463866,0.2451376211999109,48,0.7110660757806835,-178.49923261731152,-171.01442857367996,0.05772431819747286,0.0346783788901291,1.5358085173981333e-15,-0.23563419323138207,0.5048416932347495,0.7275429749809461,1.9252019905367994,3.0,0.6275039448780424,0.14646916493276022,5.99788644251697,5.99788644251697,4.775497278393546,4.0,4.0,HAC,mid,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.002209195453780252,True,False
standard_csad,market_return_sq,-0.5773243146745196,-0.5159949302546548,0.28256861773376574,0.2525512445840587,-2.0431296274325508,0.041039607734369155,-1.1311486285939665,-0.023500000755072747,0.05756200129411525,4.564772714798878e-33,48,0.14282938073425677,-230.92383869339926,-225.31023566067557,0.02018956561770016,0.02050892367650612,-1.7925475918427008e-17,2.0479733352141327,5.8851203614229295,3.7168507886399603e-19,1.6616047723433969,3.0,0.6783083849921557,0.6097178117760922,10.930672807055668,10.930672807055668,6.457453807098432,3.0,3.0,HAC,high,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,0.052765209944188915,False,False
no_intercept_csad,market_return_sq,-3.9890072619043817,-3.5652534833078757,0.5221994058781326,0.46672596176209796,-7.638858292449512,2.1915634739175432e-14,-5.012499290173736,-2.9655152336350277,,,48,0.8184819117628133,-187.34019991338562,-181.72659688066193,0.0500568015659478,0.03229318864132052,0.010656841318192035,0.7630903901945204,1.1435197083589355,0.04956883215350017,1.7913938633058515,3.0,0.642124004164234,0.20239046977273814,11.531550765523587,11.531550765523587,8.406204708606138,3.0,3.0,HAC,high,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,9.862035632628944e-14,True,False
scsad,market_return_cu,-13.01642775324882,-0.9675316622570737,3.0697066698519104,0.2281761519539907,-4.240283894577055,2.2323726640878818e-05,-19.03294226926095,-6.999913237236689,0.005178515041544705,0.6072261406700139,48,0.7891764242672827,-178.16125794851348,-170.67645390488192,0.05813219742374159,0.03480068169343741,5.100087019371813e-16,0.5089404114190031,1.1166939342060465,0.17404942821573588,1.6290998775853653,3.0,0.34533534291221263,0.3011386268728257,12.895645276394948,12.895645276394948,7.244180989898931,4.0,4.0,HAC,high,estimated,binance_pit50_equal,binance_archive,five_year,point_in_time_top50,equal,weekly,baseline,5.022838494197734e-05,True,False
standard_csad,market_return_sq,0.042623751400604225,0.008073348355280072,0.8455141342984561,0.1601485069051836,0.050411636744511906,0.9597943633968711,-1.6145535002439322,1.6998010030451407,0.019550197638512266,6.427910592638137e-127,813,0.25690359886720604,-4997.936181313793,-4983.833987985149,0.10105917840679794,0.01114917182936411,-4.395827695287059e-16,3.039303945739267,21.274267380826526,0.0,1.167333203540347,6.0,1.0646779829398515e-65,2.438030454139539e-06,4.825862512040123,4.825862512040123,4.152765799449716,3.0,3.0,HAC,low,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,0.959794363396871,False,False
no_intercept_csad,market_return_sq,-5.989306456020401,-1.134432231727383,1.0846679549742413,0.2054465400760608,-5.521787961517343,3.355672988378506e-08,-8.115216582954627,-3.863396329086175,,,813,0.7093002653825348,-4441.0398108687195,-4426.937617540076,0.20047622388803782,0.015703127754192768,0.006252676295253067,1.1090253312570768,7.211427136344632,0.0,1.3813002459055288,6.0,9.17202202337641e-09,3.4696671400583195e-14,3.948656148235825,3.948656148235825,4.3807749204986575,3.0,3.0,HAC,low,estimated,binance_pit50_lagged,binance_archive,five_year,point_in_time_top50,lagged_liquidity,daily,baseline,1.5100528447703278e-07,True,False
