model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation
standard_csad,market_return_sq,-0.2922486001878842,-0.03379855029881047,0.8904996301511998,0.10298628127350468,-0.32818497649264905,0.7427718063809544,-2.037595803530474,1.453098603154706,0.024425757143881767,3.995254505314886e-143,830,0.08067021170197042,-4822.930409180851,-4808.766132078479,0.1445051964600648,0.013194796184004794,-4.982627429793624e-17,2.2745283134308423,9.015984599356406,0.0,1.1527950073954991,6,6.747493947515617e-75,0.0024244134676413855,4.585325556617671,4.585325556617671,4.034832920930657,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline,0.7427718063809544,False
no_intercept_csad,market_return_sq,-11.264896821928003,-1.3027853053943497,1.5750435304085755,0.18215378260531084,-7.152117769726544,8.544920725244955e-13,-14.351925415611628,-8.177868228244378,,,830,0.6437975240121949,-4220.470195957367,-4206.305918854995,0.2986197865020723,0.01896794335988226,0.007733273683012031,0.6368945518091745,2.014340470993533,9.341256356138408e-43,1.2701449558268296,6,1.0248578482214493e-21,3.559534485601051e-11,3.4755854316674197,3.475620510606957,4.034892613717575,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline,1.708984145048991e-12,True
scsad,market_return_cu,-59.16453374424963,-0.3454125607710437,8.18825966855921,0.04780444569378843,-7.2255321813286,4.991432490718081e-13,-75.21322779068757,-43.1158396978117,-8.465235631884164e-05,0.9111892759399476,830,0.6055357569031842,-4134.891276655996,-4116.005573852834,0.3302561747028348,0.01994740598840025,1.7083891195945085e-17,0.08792010272473774,1.5863893703071001,1.848404150544668e-19,1.9955608520307688,6,0.8877903266990319,0.015753805905733703,1.686584623458389,1.686584623458389,2.1273190174480914,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline,1.4974297472154244e-12,True
intercept_restored,market_return_sq,-0.2920889729202726,-0.03378008940548211,1.028242590710469,0.11891625451469913,-0.2840662072930205,0.7763596433158599,-2.3074074180829514,1.7232294722424064,0.02442776760347054,1.2677273511752594e-134,830,0.0977067726547689,-4836.455858480423,-4817.57015567726,0.14182729825767357,0.01307196477049462,-4.7284799904216003e-17,2.174319897626584,8.425482803594704,0.0,1.1463443301135778,6,1.821534142660567e-79,1.259903592360022e-05,4.585325576621975,4.58535301359932,4.0348926137175765,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,baseline,,False
standard_csad,market_return_sq,-0.2901467147486246,-0.03350341278825187,0.9114994199938558,0.10525137722398104,-0.3183180464893553,0.750243696586553,-2.0766527498657306,1.4963593203684813,0.024538529206967218,9.543015666452562e-143,830,0.0838361601206501,-4816.272635638873,-4802.108358536501,0.14566899386258658,0.013247822911053515,-7.269954384141838e-17,2.2715406970799674,8.994859478193026,0.0,1.1545041432785688,6,6.089371329844658e-75,0.0018103326723742975,4.595963682177864,4.595963682177864,4.040122515650934,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out,0.750243696586553,False
no_intercept_csad,market_return_sq,-11.286681407984418,-1.3032797788139778,1.5590831417593598,0.18002825265425842,-7.239306939877415,4.50983343368569e-13,-14.34242821473632,-8.230934601232516,,,830,0.6459973540515654,-4213.78267371088,-4199.618396608508,0.3010355616745296,0.01904451227521036,0.007758036997029927,0.629838839660564,1.9931797604066128,7.325377383326794e-42,1.2730417901712807,6,1.4757285103580861e-21,4.69143427654099e-11,3.479002475976626,3.479033743152083,4.040207713212858,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out,9.01966686737138e-13,True
scsad,market_return_cu,-59.346412842350226,-0.345654107346679,8.062643234732596,0.046959632717135096,-7.3606646250568595,1.8299679772150596e-13,-75.14890320262164,-43.54392248207882,7.494451493369469e-05,0.9221870921675416,830,0.6080929759666662,-4128.2005985049,-4109.314895701737,0.33292914790814526,0.02002796682918709,2.2254621171326558e-17,0.0856846704063153,1.5619723912231507,7.017016703713425e-19,1.9688954237836718,6,0.7023461396810924,0.017081122366838494,1.688958143215925,1.688958143215925,2.1296774963079717,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out,5.489903931645179e-13,True
intercept_restored,market_return_sq,-0.290435020058328,-0.03353670357291027,1.0476399278043436,0.12097160219474687,-0.2772279027843328,0.7816051156380897,-2.3437715473209835,1.7629015072043277,0.024541878243367895,3.2514136734724736e-134,830,0.10058329846216851,-4829.585114214875,-4810.699411411712,0.1430062181819749,0.013126181791062397,-4.313818378814614e-17,2.170597859226937,8.401824551232979,0.0,1.147940365141723,6,1.4848910856451953e-79,8.483030758148573e-06,4.595963748354922,4.595998251186252,4.040207713212858,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,daily,leave_one_out,,False
standard_csad,market_return_sq,-0.5397942903809754,-0.12268494946612266,0.7040846525003562,0.1600250161055115,-0.766661066199994,0.44328305775301036,-1.9197748513490729,0.8401862705871221,0.06478975308118895,8.050141684478507e-54,118,0.026968381012799747,-510.66459834505577,-502.35254447165875,0.08666492896489719,0.02710071125542605,-1.458931845389308e-16,1.5794578749990968,2.685467559399007,6.6440751967601235e-18,1.121560224980845,4,1.0693951145823825e-06,0.6934906200267118,7.434229695707282,7.434229695707282,5.263156730219444,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.5319396693036124,False
no_intercept_csad,market_return_sq,-9.516069719146024,-2.162821195803217,1.2467793131358966,0.28336916442655946,-7.632521344303689,2.3020632632507647e-14,-11.959712269561969,-7.072427168730081,,,118,0.6881537751408251,-403.2790986771645,-394.96704480376746,0.21531367084853098,0.04271641518005705,0.016828695105118602,0.584687178787128,0.6107536658877715,0.01869691651947542,1.3576485527657767,4,0.2302640026057611,0.0008446436789703913,6.759431549198291,6.759431549198291,5.347258573713543,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline,1.3812379579504588e-13,True
scsad,market_return_cu,-35.019447648275126,-0.5032481190074128,5.9251230500598,0.08514717478637694,-5.910332553839821,3.4141775387550015e-09,-46.63247543036045,-23.4064198661898,0.0032696625883352325,0.49940701484880257,118,0.6526272587461388,-388.7608734063565,-377.67813490849386,0.23941119479961942,0.04504340607131358,2.0478557644370273e-16,0.2372156757298275,0.7299636469923656,0.20707226339090237,2.1067019388785697,4,0.9540994504149695,0.31972834102691844,2.7688026600076485,2.7688026600076485,3.0192241924461527,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline,5.121266308132502e-09,True
intercept_restored,market_return_sq,-0.5430508639501637,-0.12342510654241665,0.6822790417997239,0.15506901658021657,-0.7959366046444832,0.42606888396203135,-1.8802932132841206,0.7941914853837932,0.06478493085655955,1.4484556173193367e-52,118,0.026971393059616267,-508.66496361794884,-497.5822251200862,0.08666466069116559,0.027100669309885618,-9.896744440911751e-17,1.5804981639564109,2.688753911749675,6.191285082601822e-18,1.1205709720008554,4,1.0238663216907272e-06,0.6356059868436048,7.61611016800893,7.61611016800893,5.347258573713543,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,baseline,,False
standard_csad,market_return_sq,-0.5194936922377892,-0.11807936326890757,0.7003566647112439,0.15918897623955375,-0.7417559058311749,0.45823524075637445,-1.8921675314044215,0.853180146928843,0.06520184408096796,1.8248121988917808e-54,118,0.02852976057626644,-509.5068553392871,-501.19480146589007,0.08751941663497924,0.027233985596729595,-1.1555022475574326e-16,1.5775683362906099,2.6562082042407162,9.940993400571914e-18,1.1181611216528609,4,7.87196656406227e-07,0.6994567612248156,7.411768199275971,7.411768199275971,5.254603235025963,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out,0.5498822889076493,False
no_intercept_csad,market_return_sq,-9.476947809057517,-2.1540819065690653,1.2473071592879004,0.2835091886005994,-7.597926251355759,3.009137243330002e-14,-11.921624918920767,-7.032270699194267,,,118,0.6886826012101956,-401.6975484417246,-393.3854945683276,0.21821893922782154,0.04300363989598523,0.01698635605824474,0.5823301499434356,0.6137977639751693,0.019049330786471176,1.3559058635212826,4,0.23280104616652192,0.0008030313933520957,6.745061810401892,6.745061810401892,5.336320642992437,3,3,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out,1.8054823459980013e-13,True
scsad,market_return_cu,-34.70432029441023,-0.49954839536993373,5.867309147706488,0.0844564839481441,-5.914861382065753,3.321551964009807e-09,-46.20403491007735,-23.204605678743114,0.003293714838767714,0.4992511956433656,118,0.6534195218765337,-387.2561061977028,-376.1733676998402,0.24248377924133244,0.04533152635535458,2.224856363172288e-16,0.24657521564354262,0.7235021843629728,0.2022147883608162,2.1077755763078447,4,0.954558089533462,0.3211273250918478,2.7587724508056186,2.7587724508056186,3.012041860485838,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out,4.982327946014711e-09,True
intercept_restored,market_return_sq,-0.5161547342311994,-0.11732042809550554,0.6808751267866926,0.1547608809074989,-0.7580754736439396,0.44840580151137566,-1.85064546070226,0.8183359922398612,0.06520677941405066,2.857893337559951e-53,118,0.02853303472251778,-507.50725303537,-496.4245145375074,0.08751912166828003,0.027233939703338646,-1.1766717543829123e-16,1.5765108648712922,2.6529118630119175,1.0669029320822626e-17,1.119204628054821,4,8.246079430275717e-07,0.6430479366296378,7.587686607700681,7.587686607700681,5.336320642992431,4,4,HAC,cmc_fixed62_holdout_current,coinmarketcap,temporal_holdout,fixed_survivor_62,contemporaneous_size,weekly,leave_one_out,,False
standard_csad,market_return_sq,-0.2283613030185303,-0.026299361987818425,0.9205955526133606,0.10602092106905657,-0.2480582296647694,0.80408935358705,-2.0326954304684657,1.5759728244314049,0.024516452013578823,1.130819282484471e-134,830,0.07858300297098886,-4822.504842739009,-4808.340565636638,0.1445793077017107,0.01319817930587446,-4.481020641559367e-17,2.284670292296723,9.056984938732073,0.0,1.1482024101061579,6,5.80523253852534e-76,0.0032962638093894823,4.581970200699876,4.581970200699876,4.033163076518135,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline,0.80408935358705,False
no_intercept_csad,market_return_sq,-11.316242120595296,-1.3032415910115218,1.6158646307972702,0.1860919879459684,-7.003211720162378,2.50160352212543e-12,-14.483278600850056,-8.149205640340536,,,830,0.6419464643524966,-4217.020882339247,-4202.856605236875,0.29986337273116614,0.019007397822039196,0.0077675468363869815,0.6862142292299231,2.316650210170857,2.1645811978285932e-54,1.2628403435797997,6,1.6968084969589117e-22,1.5415417690819085e-11,3.481355466819367,3.481355466819367,4.034641663586408,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline,5.00320704425086e-12,True
scsad,market_return_cu,-59.7998499495306,-0.3474983495919018,8.530897680738741,0.04957324921544164,-7.009795708199396,2.3866635372036305e-12,-76.5201021595748,-43.079597739486395,-3.723957005744512e-05,0.9593354455798572,830,0.6036629835689742,-4132.105846732463,-4113.2201439293,0.33136635630907046,0.019980905231404052,4.517805139363212e-17,0.06711571010431781,1.7963503458339911,1.3068618159398056e-24,2.0712205932905916,6,0.7432257463700189,0.013559620285884104,1.7063442725141749,1.7063442725141749,2.147557684245982,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline,5.00320704425086e-12,True
intercept_restored,market_return_sq,-0.2630340698424588,-0.0302924713008605,1.0398569401647326,0.1197557279777758,-0.25295217032526546,0.8003051739440805,-2.3011162216393566,1.7750480819544392,0.024509398248944627,2.207162942332225e-127,830,0.09597893314983041,-4836.324671899654,-4817.438969096492,0.1418497167019855,0.01307299786334115,-4.166680387599232e-17,2.1860621523968553,8.499798405544063,0.0,1.142442996619149,6,2.039070988492519e-80,2.0499959248426234e-05,4.582886789914822,4.582886789914822,4.034641663586408,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,baseline,,False
standard_csad,market_return_sq,-0.22383627549789065,-0.02573834616785512,0.941920067925342,0.10830891783195581,-0.23763829131585318,0.812161648931075,-2.069965684947082,1.622293133951301,0.024634336690946057,7.699500695996446e-134,830,0.08158199652332843,-4816.001643839564,-4801.8373667371925,0.14571656199232902,0.013249985769136665,-3.8055235000705664e-17,2.2812364462565378,9.031523444607224,0.0,1.1499372474723843,6,5.355213684183542e-76,0.002461284621174391,4.592237104482177,4.592237104482177,4.0382703499412775,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out,0.8121616489310751,False
no_intercept_csad,market_return_sq,-11.339597120030524,-1.303910527595019,1.5989693415118833,0.1838612902760171,-7.091816475548258,1.3236297315756815e-12,-14.47351944177754,-8.205674798283507,,,830,0.6440446024920345,-4210.195230351304,-4196.030953248933,0.3023395198430374,0.019085714074631818,0.007795375127103417,0.6799811918898195,2.297190421004446,1.7960320913163953e-53,1.2653004923621243,6,2.341361734986538e-22,1.908477264361207e-11,3.485186751954384,3.485186751954384,4.039897361624433,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out,3.2008529928633043e-12,True
scsad,market_return_cu,-59.86481082825426,-0.34709996014653255,8.472838434874081,0.049126053225324526,-7.065496561559767,1.6004264964316522e-12,-76.47126900743417,-43.25835264907434,-0.00020007566464578703,0.7894378314318636,830,0.6059265258647705,-4125.454686935968,-4106.568984132806,0.3340324104314403,0.020061123778761635,4.629830655402196e-17,0.02007680829622266,1.7789710173441762,4.990497345588053e-24,2.0059828887915163,6,0.7503412772154137,0.012790242240440388,1.7093167267675586,1.7093167267675586,2.1505459218458727,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out,3.2008529928633043e-12,True
intercept_restored,market_return_sq,-0.25956805916467957,-0.029847050242585813,1.059484366662918,0.12182732815735178,-0.2449947043411759,0.8064605317575623,-2.336119260007228,1.8169831416778686,0.024628257001921516,1.4049611330779802e-126,830,0.0987623324166097,-4829.675051457733,-4810.789348654571,0.14299072313598526,0.013125470646110561,-5.725005476380326e-17,2.1816075115416145,8.469440491543223,0.0,1.1440528415250453,6,1.6645818682418929e-80,1.3738914497907628e-05,4.59321970745796,4.59321970745796,4.039897361624434,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,daily,leave_one_out,,False
standard_csad,market_return_sq,-0.38805010427736464,-0.08707893306672708,0.7064931315854229,0.15853795022680017,-0.5492623875996522,0.5828253954472444,-1.7727511975097108,0.9966509889549816,0.06555267283875575,7.377412276039417e-50,118,0.022335944120696505,-509.3460633586044,-501.0340094852074,0.08763875572442228,0.027252547031396786,-9.549799745716389e-17,1.5773657269480688,2.576985557307527,2.5018206535905484e-17,1.0891057720270296,4,2.6376464332042254e-07,0.6920018991950737,7.411936225010216,7.411936225010216,5.254667272361571,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline,0.6993904745366933,False
no_intercept_csad,market_return_sq,-9.595219382045176,-2.153179337203472,1.2263250554207232,0.2751888898932079,-7.824368701945246,5.102107117534448e-15,-11.998772324008879,-7.191666440081473,,,118,0.6825553267272573,-401.1927751550079,-392.8807212816109,0.21915442250180311,0.04309571752111047,0.01700009775352725,0.6136186856955196,0.5760519605336869,0.014596650914642278,1.3443303001537001,4,0.18778734157610155,0.0006176887472823317,6.809710819210078,6.809710819210078,5.396369785191664,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline,3.0612642705206686e-14,True
scsad,market_return_cu,-36.1309517212647,-0.5110883790924305,6.046502272151756,0.0855304634456656,-5.975512799800348,2.293675290377166e-09,-47.98187840712175,-24.280025035407654,0.004182225039416412,0.41292939044684807,118,0.6484844144194226,-387.307764162239,-376.22502566437635,0.24237764808024145,0.04532160483794447,1.3223003200865246e-15,0.26547642306910824,0.7218879545308128,0.18520333522894003,2.0125619101623102,4,0.9838592963935182,0.2949758899603927,2.8855482238722963,2.8855482238722963,3.113062509818449,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline,3.440512935565749e-09,True
intercept_restored,market_return_sq,-0.38206345497340505,-0.08573552140857468,0.6895320732589839,0.15473186733577957,-0.5540909114896305,0.5795166297561325,-1.7335214847462475,0.9693945747994375,0.06556105528306112,2.3301668610650416e-48,118,0.022342262232940224,-507.3468259310332,-496.2640874331706,0.087638189362703,0.027252458972043363,-1.6288759418494086e-16,1.5758187589766088,2.57182770631764,2.780069607516069e-17,1.0904726176763686,4,2.8112995693181155e-07,0.6086813054160942,7.697584028289646,7.697584028289646,5.396369785191663,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,baseline,,False
standard_csad,market_return_sq,-0.37747241708948326,-0.08468444800713458,0.7049440208129341,0.15815141074088443,-0.5354643857453901,0.592328778205478,-1.7591373089996882,1.0041924748207218,0.06595078390697304,1.9895226724840837e-50,118,0.02373281037975361,-508.15759791717596,-499.84554404377894,0.08852589057318297,0.027390133472422945,-6.927133066781961e-17,1.5760974849254756,2.5486507570792725,3.583635368376815e-17,1.0871533112992118,4,2.0275696869118318e-07,0.69794006165223,7.382309881993065,7.382309881993065,5.243364040039197,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out,0.7107945338465737,False
no_intercept_csad,market_return_sq,-9.559653621231273,-2.1446705862523023,1.227433313688838,0.27536982287812123,-7.788328306408266,6.790155993150942e-15,-11.96537870948605,-7.153928532976496,,,118,0.6829894739752118,-399.58548193509773,-391.2734280617007,0.22215997620555816,0.043390225428764105,0.017167718820180745,0.6117220331035957,0.5810826253674319,0.014748240019028294,1.3433545723528835,4,0.19005904884186503,0.0005865144292313223,6.793748936185422,6.793748936185422,5.382870692014193,3,3,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out,4.0740935958905655e-14,True
scsad,market_return_cu,-35.827367370466696,-0.5074484978066056,5.995886436297584,0.08492400610004903,-5.975324541435083,2.296325716464312e-09,-47.579088841002175,-24.075645899931217,0.00421554226802562,0.4125577784753617,118,0.6491792716986742,-385.77659279694905,-374.6938542990864,0.2455432413507599,0.04561660801398275,1.3900427419280594e-15,0.27413517285946265,0.7153325986037746,0.18061709581285834,2.012500400480019,4,0.9840285698024874,0.29689447268520025,2.873887605921688,2.873887605921688,3.1053084588044695,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out,3.444488574696468e-09,True
intercept_restored,market_return_sq,-0.36544106926039444,-0.08198526257381406,0.6891247382655477,0.1546024170932857,-0.5302974178233247,0.5959057367263607,-1.7161007371164592,0.9852185985956703,0.06596754672548094,5.5955399150395174e-49,118,0.02375889162681466,-506.16075036180996,-495.0780118639473,0.08852352557961575,0.027389767602496694,-1.4865698126336842e-16,1.5730220888111857,2.5385103568998835,4.407051817597803e-17,1.0899719276624085,4,2.31470796705969e-07,0.6165018847460877,7.661652429779069,7.661652429779069,5.382870692014194,4,4,HAC,cmc_fixed62_holdout_lagged,coinmarketcap,temporal_holdout,fixed_survivor_62,lagged_size,weekly,leave_one_out,,False
standard_csad,market_return_sq,-0.17645968495094644,-0.08583631572681837,0.06663656600610286,0.03241441420594659,-2.64809091355016,0.008094775308825299,-0.30706495437633413,-0.045854415525558745,0.012041867871870296,4.611893237752547e-162,1826,0.2570190578838547,-11849.982608656966,-11833.452959473501,0.161885643986593,0.009415725351341287,-1.6659425451658975e-17,2.722992923526506,14.119760933413616,0.0,0.9773234335782697,7,0.0,2.654608472601364e-05,2.8564134926758125,2.8564134926758142,3.052595404627503,3,3,HAC,binance_fixed14_equal,binance,five_year,fixed_survivor_14,equal,daily,baseline,0.01214216296323795,True
