phase,dgp,scenario,observations,assets,weighting,model,repetitions,mean_target_coefficient,median_target_coefficient,target_coefficient_std,monte_carlo_standard_error,mean_ci_confidence,mean_ci_lower,mean_ci_upper,negative_coefficient_rate,raw_false_positive_rate,bh3_false_positive_rate,bh4_false_positive_rate,raw_wilson_ci_lower,raw_wilson_ci_upper,bh3_wilson_ci_lower,bh3_wilson_ci_upper,bh4_wilson_ci_lower,bh4_wilson_ci_upper,theoretical_target_coefficient,coefficient_bias,absolute_relative_error,theory_inside_mean_ci
robustness,independent_gaussian,n62_t2500_equal,2500,62,equal,intercept_restored,300,-0.09718797868846328,-0.45181398740130074,7.552027274156178,0.43601649796614644,0.95,-0.9552377812381542,0.7608618238612276,0.5233333333333333,0.02,,0.016666666666666666,0.009197631557703617,0.042939620817860576,,,0.00713947735063333,0.0384153948330945,,,,False
robustness,independent_gaussian,n62_t2500_equal,2500,62,equal,scsad,300,-84965.16321347641,-85347.6964819794,8904.694472043157,514.1127750485489,0.95,-85976.90099674014,-83953.42543021268,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,independent_gaussian,n14_t1000_lagged,1000,14,lagged_lognormal_liquidity,standard_csad,300,4.518531147200161,4.590385118008795,5.088188070414701,0.293766675214137,0.95,3.940418991263482,5.096643303136839,0.19666666666666666,0.0,0.0,0.0,8.673617379884035e-19,0.012642971224546034,8.673617379884035e-19,0.012642971224546034,8.673617379884035e-19,0.012642971224546034,,,,False
robustness,independent_gaussian,n14_t1000_lagged,1000,14,lagged_lognormal_liquidity,no_intercept_csad,300,-198.95693151969976,-201.15298075648127,22.52823729825987,1.3006683868518103,0.95,-201.51655542780122,-196.3973076115983,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,independent_gaussian,n14_t1000_lagged,1000,14,lagged_lognormal_liquidity,intercept_restored,300,4.527235901057506,4.679716844161977,5.101607776924953,0.29454146233075096,0.95,3.947599018566833,5.106872783548179,0.2,0.0,,0.0,8.673617379884035e-19,0.012642971224546034,,,8.673617379884035e-19,0.012642971224546034,,,,False
robustness,independent_gaussian,n14_t1000_lagged,1000,14,lagged_lognormal_liquidity,scsad,300,-5945.027729084045,-6008.736856960892,1169.874512644349,67.5427364793297,0.95,-6077.947084131602,-5812.1083740364875,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,independent_gaussian,n50_t1000_lagged,1000,50,lagged_lognormal_liquidity,standard_csad,300,5.7979055311411845,6.219939124000538,8.782032860543113,0.5070309036066705,0.95,4.800104372800442,6.795706689481927,0.25333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.0005886577218511581,0.018636693694531237,0.0005886577218511581,0.018636693694531237,,,,False
robustness,independent_gaussian,n50_t1000_lagged,1000,50,lagged_lognormal_liquidity,no_intercept_csad,300,-710.7376809308017,-714.7973631603869,87.91273129865709,5.075643908047491,0.95,-720.7261911670608,-700.7491706945426,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,independent_gaussian,n50_t1000_lagged,1000,50,lagged_lognormal_liquidity,intercept_restored,300,5.806706053874386,6.09173365728877,8.768511006394782,0.5062502189934223,0.95,4.810441227946238,6.802970879802534,0.25333333333333335,0.0033333333333333335,,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,,,0.0005886577218511581,0.018636693694531237,,,,False
robustness,independent_gaussian,n50_t1000_lagged,1000,50,lagged_lognormal_liquidity,scsad,300,-39281.997123388996,-39725.743147834386,8532.505203098483,492.6244175870791,0.95,-40251.447330464805,-38312.546916313186,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
robustness,independent_gaussian,n14_t1000_concentrated,1000,14,concentrated_static,standard_csad,300,9.46765695408363,9.397338541846592,2.3265881202821066,0.13432562775382595,0.95,9.203313565911005,9.732000342256255,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.012642971224546034,8.673617379884035e-19,0.012642971224546034,8.673617379884035e-19,0.012642971224546034,,,,False
robustness,independent_gaussian,n14_t1000_concentrated,1000,14,concentrated_static,no_intercept_csad,300,-72.07310022614907,-71.76701659784925,7.1182432341723825,0.4109719647406657,0.95,-72.88186414871643,-71.2643363035817,1.0,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,0.9873570287754538,0.9999999999999998,,,,False
