symbol,bucket_start,transaction_count_quintile,zero_tick_share_quintile,liquidity_quintile,transaction_count,zero_ticks,zero_runs,sampling_weight
DOGEUSDT,2025-12-10 09:15:00+00:00,2,3,1,827,400,184,66.0875
XRPUSDT,2025-12-10 14:30:00+00:00,4,2,4,3888,1626,725,29.925
ADAUSDT,2025-12-10 15:00:00+00:00,2,5,1,1063,673,219,40.525
ADAUSDT,2025-12-10 19:30:00+00:00,4,3,3,3643,1911,846,3.025
ETHUSDT,2025-12-10 23:00:00+00:00,5,1,5,13663,3023,1019,232.8125
SOLUSDT,2025-12-10 23:15:00+00:00,3,5,3,2789,1792,550,40.7625
XRPUSDT,2025-12-11 00:30:00+00:00,4,5,4,6868,4523,1007,7.4375
XRPUSDT,2025-12-11 02:00:00+00:00,4,3,4,3807,1820,688,32.2375
SOLUSDT,2025-12-11 02:30:00+00:00,5,5,5,9602,6945,1293,8.275
DOGEUSDT,2025-12-11 03:00:00+00:00,4,5,3,6039,3965,886,1.6
DOGEUSDT,2025-12-11 03:15:00+00:00,4,5,3,4002,2630,635,1.6
DOGEUSDT,2025-12-11 04:15:00+00:00,3,4,3,1777,958,375,10.075
BTCUSDT,2025-12-11 05:15:00+00:00,4,1,4,7222,1833,526,46.3875
XRPUSDT,2025-12-11 05:45:00+00:00,2,5,3,1383,868,252,7.925
ADAUSDT,2025-12-11 06:45:00+00:00,2,5,2,1560,970,307,40.525
XRPUSDT,2025-12-11 09:45:00+00:00,2,4,2,1401,755,301,31.5375
DOGEUSDT,2025-12-11 10:00:00+00:00,1,3,1,647,332,150,47.5125
ETHUSDT,2025-12-11 10:30:00+00:00,4,1,4,5515,1374,534,106.55
ADAUSDT,2025-12-11 12:00:00+00:00,5,5,4,8763,6125,1329,1.0
ADAUSDT,2025-12-11 12:30:00+00:00,3,5,3,3172,2261,520,15.725
ADAUSDT,2025-12-11 13:00:00+00:00,4,5,3,4648,3489,657,4.225
BTCUSDT,2025-12-11 14:15:00+00:00,5,2,4,9208,3373,848,57.2
SOLUSDT,2025-12-11 14:30:00+00:00,5,5,5,9167,5694,1836,8.275
BTCUSDT,2025-12-11 18:15:00+00:00,5,1,5,15543,3015,1041,173.075
XRPUSDT,2025-12-11 18:30:00+00:00,4,4,4,4804,2613,868,14.8625
ADAUSDT,2025-12-11 20:00:00+00:00,3,5,2,1791,1427,230,15.725
XRPUSDT,2025-12-11 22:00:00+00:00,3,2,3,2105,816,427,48.225
XRPUSDT,2025-12-11 23:00:00+00:00,3,3,3,2053,986,371,62.125
XRPUSDT,2025-12-12 00:30:00+00:00,1,2,1,796,297,176,2.1125
DOGEUSDT,2025-12-12 02:00:00+00:00,2,2,1,885,346,192,56.45
SOLUSDT,2025-12-12 04:30:00+00:00,3,5,3,2176,1582,324,40.7625
SOLUSDT,2025-12-12 06:30:00+00:00,4,5,4,4809,3677,628,28.9
SOLUSDT,2025-12-12 07:00:00+00:00,4,5,3,3763,2855,535,28.9
DOGEUSDT,2025-12-12 07:30:00+00:00,1,3,1,762,352,175,47.5125
DOGEUSDT,2025-12-12 08:00:00+00:00,1,3,1,549,257,134,47.5125
BTCUSDT,2025-12-12 09:15:00+00:00,4,2,4,5730,1704,579,104.35
DOGEUSDT,2025-12-12 09:15:00+00:00,1,3,1,521,256,118,47.5125
DOGEUSDT,2025-12-12 12:15:00+00:00,1,2,1,448,201,107,13.8375
DOGEUSDT,2025-12-12 12:30:00+00:00,1,2,1,675,299,153,13.8375
ADAUSDT,2025-12-12 15:30:00+00:00,4,4,3,3851,2151,844,6.0125
SOLUSDT,2025-12-12 15:30:00+00:00,5,5,5,19915,13186,3485,8.275
ETHUSDT,2025-12-12 16:00:00+00:00,5,2,5,76833,24069,5850,22.9625
ADAUSDT,2025-12-12 17:00:00+00:00,4,5,3,6592,4951,1014,4.225
ADAUSDT,2025-12-12 17:15:00+00:00,5,5,3,8683,7278,916,1.0
ADAUSDT,2025-12-12 17:30:00+00:00,5,5,3,10170,8582,1037,1.0
BTCUSDT,2025-12-12 21:15:00+00:00,4,2,5,5549,1773,604,104.35
BTCUSDT,2025-12-13 00:15:00+00:00,3,1,3,3408,907,343,1.0
XRPUSDT,2025-12-13 00:30:00+00:00,1,2,1,759,337,173,2.1125
XRPUSDT,2025-12-13 00:45:00+00:00,1,2,1,775,316,172,2.1125
ETHUSDT,2025-12-13 01:45:00+00:00,3,2,3,3302,1364,361,16.575
XRPUSDT,2025-12-13 03:00:00+00:00,1,2,2,793,354,178,2.1125
BTCUSDT,2025-12-13 03:15:00+00:00,3,2,3,2852,1056,413,18.6125
BTCUSDT,2025-12-13 03:45:00+00:00,3,2,3,3102,1304,479,18.6125
DOGEUSDT,2025-12-13 04:45:00+00:00,1,4,1,242,130,52,16.3375
SOLUSDT,2025-12-13 07:00:00+00:00,1,4,1,790,459,163,4.8125
ETHUSDT,2025-12-13 10:15:00+00:00,4,2,4,5543,1925,553,26.225
SOLUSDT,2025-12-13 12:30:00+00:00,3,4,3,1792,1078,409,97.675
BTCUSDT,2025-12-13 16:00:00+00:00,4,3,4,7454,3373,738,14.5875
ADAUSDT,2025-12-13 16:45:00+00:00,1,3,1,202,105,52,39.4875
BTCUSDT,2025-12-13 16:45:00+00:00,4,3,4,3602,1629,514,14.5875
ETHUSDT,2025-12-13 17:00:00+00:00,4,3,4,4833,2413,448,1.0
ETHUSDT,2025-12-13 17:30:00+00:00,4,3,4,4486,2267,407,1.0
XRPUSDT,2025-12-13 17:30:00+00:00,1,3,1,707,324,160,17.675
DOGEUSDT,2025-12-13 17:45:00+00:00,1,3,1,400,212,84,47.5125
ETHUSDT,2025-12-13 18:15:00+00:00,3,1,4,3313,821,342,19.05
ADAUSDT,2025-12-13 18:30:00+00:00,1,3,1,215,106,53,39.4875
ETHUSDT,2025-12-13 19:15:00+00:00,3,3,2,2055,942,276,1.15
XRPUSDT,2025-12-13 19:30:00+00:00,1,4,1,783,428,152,6.8125
XRPUSDT,2025-12-13 22:00:00+00:00,2,3,2,916,454,201,75.6375
ADAUSDT,2025-12-13 22:45:00+00:00,1,4,1,405,241,79,104.5375
XRPUSDT,2025-12-13 23:15:00+00:00,1,3,1,590,296,133,17.675
DOGEUSDT,2025-12-14 01:00:00+00:00,1,4,1,322,194,69,16.3375
SOLUSDT,2025-12-14 01:15:00+00:00,2,5,2,1103,755,193,21.8625
ETHUSDT,2025-12-14 02:45:00+00:00,3,2,3,1903,673,229,16.575
BTCUSDT,2025-12-14 03:45:00+00:00,3,4,3,2732,1493,430,1.6125
ETHUSDT,2025-12-14 03:45:00+00:00,2,2,2,1648,513,209,3.9875
DOGEUSDT,2025-12-14 04:00:00+00:00,1,5,1,582,377,90,1.9625
BTCUSDT,2025-12-14 06:00:00+00:00,3,2,3,2746,1175,442,18.6125
XRPUSDT,2025-12-14 06:00:00+00:00,1,3,1,628,295,141,17.675
XRPUSDT,2025-12-14 06:15:00+00:00,1,2,1,721,306,172,2.1125
ADAUSDT,2025-12-14 06:45:00+00:00,1,2,1,389,127,66,2.95
XRPUSDT,2025-12-14 07:00:00+00:00,1,2,1,568,245,135,2.1125
ETHUSDT,2025-12-14 07:15:00+00:00,2,1,2,1722,457,201,1.0
XRPUSDT,2025-12-14 08:30:00+00:00,1,4,1,560,313,135,6.8125
SOLUSDT,2025-12-14 10:00:00+00:00,5,5,5,7809,4962,1225,8.275
SOLUSDT,2025-12-14 10:15:00+00:00,4,5,4,4758,3474,748,28.9
ETHUSDT,2025-12-14 10:45:00+00:00,3,2,3,2917,937,345,16.575
DOGEUSDT,2025-12-14 11:00:00+00:00,2,2,2,1210,497,262,56.45
ETHUSDT,2025-12-14 11:15:00+00:00,5,3,5,12041,5811,744,1.4625
ADAUSDT,2025-12-14 11:30:00+00:00,3,5,3,2502,1672,479,15.725
DOGEUSDT,2025-12-14 13:15:00+00:00,1,2,1,611,263,126,13.8375
SOLUSDT,2025-12-14 14:00:00+00:00,2,4,2,1737,1005,373,69.175
ETHUSDT,2025-12-14 18:15:00+00:00,5,3,5,13981,6467,809,1.4625
XRPUSDT,2025-12-14 18:15:00+00:00,2,3,2,1300,633,286,75.6375
ETHUSDT,2025-12-14 18:45:00+00:00,5,4,5,16668,9479,809,1.0
XRPUSDT,2025-12-14 19:30:00+00:00,2,3,1,1131,564,242,75.6375
XRPUSDT,2025-12-14 22:30:00+00:00,3,3,2,1899,867,384,62.125
ETHUSDT,2025-12-15 03:30:00+00:00,4,1,4,6973,1699,610,106.55
XRPUSDT,2025-12-15 05:30:00+00:00,1,4,2,782,423,164,6.8125
SOLUSDT,2025-12-15 06:00:00+00:00,3,5,3,1849,1218,311,40.7625
XRPUSDT,2025-12-15 07:45:00+00:00,1,2,1,699,307,171,2.1125
ETHUSDT,2025-12-15 12:30:00+00:00,4,1,4,6996,1667,629,106.55
XRPUSDT,2025-12-15 12:45:00+00:00,2,3,2,1091,511,255,75.6375
SOLUSDT,2025-12-15 13:00:00+00:00,4,4,4,4213,2581,836,52.7875
AVAXUSDT,2025-12-15 14:00:00+00:00,1,2,1,342,137,59,1.0
XRPUSDT,2025-12-15 14:15:00+00:00,3,3,3,2753,1247,594,62.125
XRPUSDT,2025-12-15 14:45:00+00:00,5,2,5,13243,5873,2490,11.6125
DOGEUSDT,2025-12-15 15:00:00+00:00,5,2,4,9245,3522,1938,17.275
SOLUSDT,2025-12-15 16:00:00+00:00,5,4,5,11378,6558,2277,14.5375
ETHUSDT,2025-12-15 19:45:00+00:00,5,1,5,18520,4740,1422,232.8125
DOGEUSDT,2025-12-16 01:30:00+00:00,2,2,2,1332,570,289,56.45
SOLUSDT,2025-12-16 02:45:00+00:00,3,4,3,2149,1227,473,97.675
XRPUSDT,2025-12-16 05:00:00+00:00,3,4,2,1757,951,365,28.8375
SOLUSDT,2025-12-16 14:15:00+00:00,4,4,4,4644,2740,969,52.7875
AVAXUSDT,2025-12-16 16:45:00+00:00,1,5,1,252,182,41,225.225
DOGEUSDT,2025-12-16 16:45:00+00:00,2,2,1,1113,430,229,56.45
DOGEUSDT,2025-12-16 18:15:00+00:00,1,2,1,695,283,163,13.8375
DOGEUSDT,2025-12-16 23:00:00+00:00,1,2,1,742,314,169,13.8375
BTCUSDT,2025-12-16 23:30:00+00:00,3,1,3,3444,963,355,1.0
DOGEUSDT,2025-12-17 00:45:00+00:00,1,3,1,339,156,77,47.5125
SOLUSDT,2025-12-17 05:00:00+00:00,3,4,3,2449,1406,494,97.675
XRPUSDT,2025-12-17 08:00:00+00:00,2,4,2,1093,660,212,31.5375
SOLUSDT,2025-12-17 08:45:00+00:00,2,4,2,1487,899,299,69.175
ADAUSDT,2025-12-17 09:30:00+00:00,1,4,1,288,165,72,104.5375
ADAUSDT,2025-12-17 10:30:00+00:00,1,5,1,334,208,71,81.6375
XRPUSDT,2025-12-17 12:15:00+00:00,2,3,2,1271,646,270,75.6375
ADAUSDT,2025-12-17 15:00:00+00:00,4,4,4,4460,2507,933,6.0125
AVAXUSDT,2025-12-17 16:15:00+00:00,3,5,3,2525,1964,350,11.7
SOLUSDT,2025-12-17 16:30:00+00:00,5,4,5,17697,10836,3418,14.5375
SOLUSDT,2025-12-17 17:00:00+00:00,5,5,5,20018,12524,3527,8.275
ADAUSDT,2025-12-17 18:30:00+00:00,2,4,2,1021,596,254,52.55
XRPUSDT,2025-12-17 19:00:00+00:00,4,3,4,5939,3023,1062,32.2375
AVAXUSDT,2025-12-17 21:00:00+00:00,1,4,1,338,202,70,15.825
ADAUSDT,2025-12-18 00:30:00+00:00,1,4,1,302,181,60,104.5375
ADAUSDT,2025-12-18 01:30:00+00:00,1,3,1,524,269,134,39.4875
ADAUSDT,2025-12-18 02:15:00+00:00,1,4,1,475,288,114,104.5375
ADAUSDT,2025-12-18 04:30:00+00:00,1,4,1,259,152,49,104.5375
BTCUSDT,2025-12-18 04:30:00+00:00,4,2,5,6418,2506,599,104.35
DOGEUSDT,2025-12-18 06:00:00+00:00,2,3,2,1242,618,265,66.0875
DOGEUSDT,2025-12-18 09:45:00+00:00,5,1,2,15035,2494,2209,1.0
ETHUSDT,2025-12-18 10:00:00+00:00,4,1,4,5662,1147,567,106.55
SOLUSDT,2025-12-18 10:15:00+00:00,3,5,3,1974,1297,367,40.7625
XRPUSDT,2025-12-18 10:45:00+00:00,2,2,2,1183,518,267,29.175
ADAUSDT,2025-12-18 13:30:00+00:00,4,4,3,3775,2154,811,6.0125
DOGEUSDT,2025-12-18 13:30:00+00:00,5,2,4,8633,3239,1702,17.275
SOLUSDT,2025-12-18 14:30:00+00:00,5,4,5,15459,8572,2997,14.5375
DOGEUSDT,2025-12-18 15:45:00+00:00,3,2,2,1776,746,368,69.6875
AVAXUSDT,2025-12-18 17:15:00+00:00,4,5,4,3552,2623,561,3.15
SOLUSDT,2025-12-18 17:15:00+00:00,5,4,5,28617,17241,5328,14.5375
ADAUSDT,2025-12-18 20:00:00+00:00,2,4,2,1486,856,336,52.55
SOLUSDT,2025-12-18 20:00:00+00:00,5,4,4,7890,4890,1579,14.5375
DOGEUSDT,2025-12-18 20:15:00+00:00,3,2,2,2039,779,452,69.6875
SOLUSDT,2025-12-18 21:15:00+00:00,4,4,4,4617,2742,942,52.7875
XRPUSDT,2025-12-18 22:00:00+00:00,3,3,3,1904,921,409,62.125
DOGEUSDT,2025-12-18 22:30:00+00:00,2,5,2,1548,993,277,4.8875
BTCUSDT,2025-12-19 09:15:00+00:00,4,1,4,6929,1484,672,46.3875
DOGEUSDT,2025-12-19 12:45:00+00:00,1,3,1,697,358,181,47.5125
ADAUSDT,2025-12-19 13:30:00+00:00,1,5,1,386,244,88,81.6375
DOGEUSDT,2025-12-19 14:30:00+00:00,4,3,3,4315,2003,895,16.275
SOLUSDT,2025-12-19 14:30:00+00:00,5,5,5,11948,7550,2249,8.275
SOLUSDT,2025-12-19 14:45:00+00:00,5,4,5,9229,5670,1745,14.5375
SOLUSDT,2025-12-19 17:00:00+00:00,4,5,3,3602,2303,707,28.9
XRPUSDT,2025-12-19 18:30:00+00:00,2,2,2,1298,568,306,29.175
XRPUSDT,2025-12-19 22:00:00+00:00,2,3,2,1278,642,259,75.6375
BTCUSDT,2025-12-19 23:45:00+00:00,3,2,3,2474,1061,351,18.6125
SOLUSDT,2025-12-20 00:00:00+00:00,3,5,3,2063,1447,319,40.7625
SOLUSDT,2025-12-20 01:15:00+00:00,2,5,3,1336,887,253,21.8625
DOGEUSDT,2025-12-20 01:30:00+00:00,1,2,1,394,170,91,13.8375
XRPUSDT,2025-12-20 01:30:00+00:00,1,2,1,676,287,172,2.1125
ETHUSDT,2025-12-20 02:15:00+00:00,3,2,2,2210,726,297,16.575
BTCUSDT,2025-12-20 02:45:00+00:00,3,2,4,2998,1012,377,18.6125
XRPUSDT,2025-12-20 02:45:00+00:00,1,2,1,670,298,151,2.1125
DOGEUSDT,2025-12-20 03:30:00+00:00,2,5,3,1166,811,145,4.8875
ETHUSDT,2025-12-20 03:45:00+00:00,2,1,3,1603,421,195,1.0
XRPUSDT,2025-12-20 03:45:00+00:00,1,2,1,499,206,121,2.1125
BTCUSDT,2025-12-20 05:00:00+00:00,3,2,4,3423,1005,418,18.6125
ETHUSDT,2025-12-20 06:00:00+00:00,3,2,3,2445,1046,232,16.575
DOGEUSDT,2025-12-20 06:15:00+00:00,1,5,1,783,574,108,1.9625
SOLUSDT,2025-12-20 07:45:00+00:00,2,3,2,1058,559,239,16.0375
BTCUSDT,2025-12-20 08:30:00+00:00,3,1,3,3412,985,418,1.0
DOGEUSDT,2025-12-20 09:45:00+00:00,1,4,1,400,215,92,16.3375
ETHUSDT,2025-12-20 10:00:00+00:00,2,2,3,1635,557,277,3.9875
SOLUSDT,2025-12-20 10:45:00+00:00,1,4,1,772,429,183,4.8125
SOLUSDT,2025-12-20 11:30:00+00:00,2,4,2,1045,604,218,69.175
SOLUSDT,2025-12-20 12:15:00+00:00,1,3,1,730,370,178,1.0
SOLUSDT,2025-12-20 12:30:00+00:00,1,4,1,772,423,187,4.8125
DOGEUSDT,2025-12-20 15:45:00+00:00,1,4,1,536,324,103,16.3375
ETHUSDT,2025-12-20 16:15:00+00:00,3,3,3,2520,1313,282,1.15
ETHUSDT,2025-12-20 16:30:00+00:00,3,3,3,2484,1144,282,1.15
ADAUSDT,2025-12-20 17:45:00+00:00,1,4,1,212,120,50,104.5375
DOGEUSDT,2025-12-20 17:45:00+00:00,1,4,1,280,152,65,16.3375
ETHUSDT,2025-12-20 17:45:00+00:00,3,3,4,2028,960,211,1.15
BTCUSDT,2025-12-20 18:15:00+00:00,3,3,2,2374,1167,464,11.4125
ETHUSDT,2025-12-20 19:00:00+00:00,3,1,3,2489,667,268,19.05
ETHUSDT,2025-12-20 19:30:00+00:00,2,3,2,1254,609,179,1.0
ETHUSDT,2025-12-20 19:45:00+00:00,2,2,2,1441,571,188,3.9875
ETHUSDT,2025-12-20 20:15:00+00:00,2,3,2,1212,612,171,1.0
BTCUSDT,2025-12-20 20:30:00+00:00,3,2,3,2472,980,395,18.6125
BTCUSDT,2025-12-20 20:45:00+00:00,3,4,3,2694,1644,456,1.6125
ETHUSDT,2025-12-20 21:15:00+00:00,2,2,2,1539,470,210,3.9875
SOLUSDT,2025-12-20 21:15:00+00:00,2,5,3,1304,933,206,21.8625
XRPUSDT,2025-12-20 21:15:00+00:00,1,2,1,615,263,140,2.1125
BTCUSDT,2025-12-20 21:30:00+00:00,3,4,2,2086,1173,417,1.6125
ETHUSDT,2025-12-20 21:45:00+00:00,2,1,2,1717,482,213,1.0
XRPUSDT,2025-12-20 21:45:00+00:00,1,3,1,727,367,161,17.675
BTCUSDT,2025-12-20 22:15:00+00:00,3,4,4,3084,1661,433,1.6125
ETHUSDT,2025-12-20 22:15:00+00:00,3,4,3,2120,1140,286,1.0
SOLUSDT,2025-12-20 23:45:00+00:00,1,4,2,708,407,147,4.8125
DOGEUSDT,2025-12-21 00:15:00+00:00,1,3,1,304,144,68,47.5125
BTCUSDT,2025-12-21 01:15:00+00:00,2,3,2,1747,853,327,1.0
ETHUSDT,2025-12-21 01:15:00+00:00,3,5,3,2133,1420,199,1.0
ETHUSDT,2025-12-21 01:30:00+00:00,5,2,5,7725,2532,604,22.9625
DOGEUSDT,2025-12-21 02:15:00+00:00,2,4,2,906,524,197,20.825
XRPUSDT,2025-12-21 02:15:00+00:00,2,2,3,1422,626,317,29.175
DOGEUSDT,2025-12-21 03:00:00+00:00,1,2,1,677,298,150,13.8375
ETHUSDT,2025-12-21 03:00:00+00:00,3,2,3,3461,1062,316,16.575
ETHUSDT,2025-12-21 03:45:00+00:00,2,4,2,1510,832,163,1.0
BTCUSDT,2025-12-21 04:30:00+00:00,3,3,3,1943,892,292,11.4125
ETHUSDT,2025-12-21 04:45:00+00:00,2,2,2,903,333,150,3.9875
ETHUSDT,2025-12-21 05:00:00+00:00,2,1,2,1615,431,192,1.0
SOLUSDT,2025-12-21 05:15:00+00:00,1,4,2,792,489,167,4.8125
ETHUSDT,2025-12-21 05:30:00+00:00,2,2,2,1494,641,191,3.9875
DOGEUSDT,2025-12-21 06:00:00+00:00,2,5,1,1122,720,205,4.8875
ETHUSDT,2025-12-21 06:00:00+00:00,2,1,1,1271,342,166,1.0
SOLUSDT,2025-12-21 06:00:00+00:00,1,5,2,740,477,142,1.0
ETHUSDT,2025-12-21 06:30:00+00:00,2,2,2,1120,358,174,3.9875
SOLUSDT,2025-12-21 06:30:00+00:00,1,3,1,516,265,124,1.0
ETHUSDT,2025-12-21 07:15:00+00:00,2,2,2,1280,393,186,3.9875
SOLUSDT,2025-12-21 07:30:00+00:00,1,5,2,747,477,152,1.0
SOLUSDT,2025-12-21 09:00:00+00:00,3,5,3,1980,1265,352,40.7625
DOGEUSDT,2025-12-21 11:30:00+00:00,1,2,1,492,203,101,13.8375
ETHUSDT,2025-12-21 11:45:00+00:00,2,2,3,1511,563,234,3.9875
AVAXUSDT,2025-12-21 13:00:00+00:00,1,5,1,400,287,68,225.225
DOGEUSDT,2025-12-21 17:00:00+00:00,2,4,2,1016,574,186,20.825
DOGEUSDT,2025-12-21 17:45:00+00:00,1,2,1,375,162,90,13.8375
ADAUSDT,2025-12-21 19:30:00+00:00,1,4,1,245,137,58,104.5375
ETHUSDT,2025-12-21 20:00:00+00:00,4,3,3,3774,1863,303,1.0
XRPUSDT,2025-12-21 20:15:00+00:00,1,2,1,590,258,127,2.1125
ETHUSDT,2025-12-21 20:45:00+00:00,3,2,3,3152,1293,319,16.575
ETHUSDT,2025-12-21 23:00:00+00:00,5,1,5,15730,2827,1161,232.8125
DOGEUSDT,2025-12-21 23:15:00+00:00,1,2,1,628,277,140,13.8375
ADAUSDT,2025-12-22 00:15:00+00:00,3,4,3,2241,1336,492,18.4375
DOGEUSDT,2025-12-22 01:45:00+00:00,2,2,1,1076,446,252,56.45
XRPUSDT,2025-12-22 02:15:00+00:00,2,2,3,1636,709,355,29.175
XRPUSDT,2025-12-22 02:45:00+00:00,1,4,2,768,412,167,6.8125
BTCUSDT,2025-12-22 05:30:00+00:00,4,1,3,5009,1442,553,46.3875
SOLUSDT,2025-12-22 06:45:00+00:00,2,5,3,1227,778,237,21.8625
BTCUSDT,2025-12-22 08:00:00+00:00,5,1,5,7956,2090,931,173.075
BTCUSDT,2025-12-22 09:15:00+00:00,5,2,4,9046,3687,754,57.2
SOLUSDT,2025-12-22 09:15:00+00:00,2,4,3,1562,855,364,69.175
BTCUSDT,2025-12-22 09:30:00+00:00,5,2,4,8234,2431,666,57.2
SOLUSDT,2025-12-22 14:30:00+00:00,5,4,5,8220,4632,1679,14.5375
SOLUSDT,2025-12-22 15:15:00+00:00,4,4,4,4596,2486,948,52.7875
ADAUSDT,2025-12-22 18:30:00+00:00,1,4,1,387,221,87,104.5375
DOGEUSDT,2025-12-22 21:00:00+00:00,2,2,1,833,336,187,56.45
XRPUSDT,2025-12-22 22:00:00+00:00,2,4,3,1302,720,264,31.5375
DOGEUSDT,2025-12-22 22:30:00+00:00,2,5,1,1065,697,154,4.8875
SOLUSDT,2025-12-23 00:00:00+00:00,2,5,2,1649,1136,249,21.8625
DOGEUSDT,2025-12-23 01:30:00+00:00,1,2,1,648,280,148,13.8375
SOLUSDT,2025-12-23 02:00:00+00:00,2,3,2,1573,786,361,16.0375
SOLUSDT,2025-12-23 03:00:00+00:00,3,4,3,2708,1546,559,97.675
XRPUSDT,2025-12-23 05:00:00+00:00,2,3,2,1008,469,232,75.6375
SOLUSDT,2025-12-23 06:45:00+00:00,2,5,3,1594,1108,250,21.8625
SOLUSDT,2025-12-23 08:15:00+00:00,2,5,4,1500,981,270,21.8625
XRPUSDT,2025-12-23 19:45:00+00:00,1,2,1,642,264,151,2.1125
SOLUSDT,2025-12-23 20:45:00+00:00,4,5,4,3828,2626,667,28.9
XRPUSDT,2025-12-23 21:45:00+00:00,1,2,1,653,271,149,2.1125
DOGEUSDT,2025-12-23 22:45:00+00:00,1,5,1,647,405,126,1.9625
SOLUSDT,2025-12-23 23:00:00+00:00,3,5,3,2320,1686,313,40.7625
AVAXUSDT,2025-12-23 23:45:00+00:00,1,3,1,212,105,46,1.0
XRPUSDT,2025-12-24 00:15:00+00:00,1,3,1,757,404,163,17.675
SOLUSDT,2025-12-24 01:00:00+00:00,3,5,2,1777,1174,313,40.7625
DOGEUSDT,2025-12-24 02:45:00+00:00,1,2,1,762,331,176,13.8375
DOGEUSDT,2025-12-24 03:15:00+00:00,1,3,2,736,331,162,47.5125
ETHUSDT,2025-12-24 08:30:00+00:00,4,2,4,7512,2267,676,26.225
DOGEUSDT,2025-12-24 10:45:00+00:00,2,3,1,939,449,230,66.0875
ETHUSDT,2025-12-24 11:15:00+00:00,3,1,3,2726,683,341,19.05
XRPUSDT,2025-12-24 12:30:00+00:00,2,3,2,1119,536,266,75.6375
ADAUSDT,2025-12-24 13:00:00+00:00,1,5,1,444,301,81,81.6375
XRPUSDT,2025-12-24 13:00:00+00:00,2,3,1,1232,613,312,75.6375
ADAUSDT,2025-12-24 14:45:00+00:00,2,5,2,1208,782,237,40.525
SOLUSDT,2025-12-24 15:30:00+00:00,4,4,4,3632,2008,811,52.7875
DOGEUSDT,2025-12-24 16:00:00+00:00,2,2,2,1720,756,373,56.45
ETHUSDT,2025-12-24 18:30:00+00:00,3,1,3,3122,638,288,19.05
XRPUSDT,2025-12-24 19:45:00+00:00,1,2,2,781,345,176,2.1125
BTCUSDT,2025-12-24 20:15:00+00:00,3,2,3,2934,1075,419,18.6125
DOGEUSDT,2025-12-24 22:30:00+00:00,1,4,1,710,382,160,16.3375
DOGEUSDT,2025-12-24 22:45:00+00:00,1,2,1,433,177,93,13.8375
BTCUSDT,2025-12-24 23:45:00+00:00,3,2,3,3168,996,392,18.6125
DOGEUSDT,2025-12-25 00:45:00+00:00,1,2,1,462,207,107,13.8375
ETHUSDT,2025-12-25 01:00:00+00:00,2,1,2,1664,458,219,1.0
XRPUSDT,2025-12-25 01:00:00+00:00,1,2,1,628,270,141,2.1125
XRPUSDT,2025-12-25 01:15:00+00:00,1,2,1,633,282,140,2.1125
BTCUSDT,2025-12-25 01:30:00+00:00,3,1,3,3458,845,320,1.0
ETHUSDT,2025-12-25 01:30:00+00:00,3,2,3,1884,588,226,16.575
SOLUSDT,2025-12-25 01:45:00+00:00,1,5,2,795,508,169,1.0
SOLUSDT,2025-12-25 02:15:00+00:00,1,5,2,756,469,150,1.0
ETHUSDT,2025-12-25 03:00:00+00:00,2,1,2,1737,488,261,1.0
DOGEUSDT,2025-12-25 04:15:00+00:00,1,4,1,703,387,144,16.3375
SOLUSDT,2025-12-25 04:15:00+00:00,1,3,1,719,360,165,1.0
ETHUSDT,2025-12-25 04:45:00+00:00,2,2,2,1433,473,208,3.9875
BTCUSDT,2025-12-25 06:45:00+00:00,4,3,3,4473,2017,918,14.5875
ETHUSDT,2025-12-25 06:45:00+00:00,3,4,3,2260,1324,295,1.0
SOLUSDT,2025-12-25 07:00:00+00:00,2,5,3,1115,741,211,21.8625
ETHUSDT,2025-12-25 07:15:00+00:00,3,3,3,1982,1024,333,1.15
ETHUSDT,2025-12-25 07:30:00+00:00,3,4,3,2700,1495,446,1.0
ETHUSDT,2025-12-25 07:45:00+00:00,4,5,4,5027,3157,629,1.325
ETHUSDT,2025-12-25 09:00:00+00:00,3,1,4,3000,624,295,19.05
SOLUSDT,2025-12-25 11:00:00+00:00,2,4,2,1126,609,234,69.175
SOLUSDT,2025-12-25 11:45:00+00:00,2,5,2,1099,687,224,21.8625
DOGEUSDT,2025-12-25 12:30:00+00:00,1,2,1,763,336,185,13.8375
ETHUSDT,2025-12-25 13:30:00+00:00,4,2,5,4856,2079,441,26.225
ETHUSDT,2025-12-25 19:45:00+00:00,2,2,2,1404,429,173,3.9875
SOLUSDT,2025-12-25 19:45:00+00:00,1,3,1,652,328,151,1.0
XRPUSDT,2025-12-25 19:45:00+00:00,1,2,1,619,276,156,2.1125
SOLUSDT,2025-12-25 20:00:00+00:00,1,3,1,762,406,176,1.0
XRPUSDT,2025-12-25 20:30:00+00:00,1,2,2,720,293,164,2.1125
ETHUSDT,2025-12-25 20:45:00+00:00,2,1,2,1684,474,182,1.0
ETHUSDT,2025-12-25 21:15:00+00:00,2,2,3,1507,498,187,3.9875
DOGEUSDT,2025-12-25 21:45:00+00:00,1,2,1,297,124,68,13.8375
SOLUSDT,2025-12-25 22:15:00+00:00,2,4,2,847,509,187,69.175
DOGEUSDT,2025-12-26 00:00:00+00:00,2,3,2,1580,748,369,66.0875
BTCUSDT,2025-12-26 00:30:00+00:00,5,1,5,8400,1935,647,173.075
BTCUSDT,2025-12-26 01:00:00+00:00,4,1,4,6484,1264,496,46.3875
