symbol,bucket_start,transaction_count_quintile,zero_tick_share_quintile,liquidity_quintile,transaction_count,zero_ticks,zero_runs,sampling_weight
DOGEUSDT,2025-11-21 12:15:00+00:00,5,3,5,14013,6307,2847,3.625
ADAUSDT,2025-11-21 13:15:00+00:00,3,4,3,2335,1320,525,18.4375
ADAUSDT,2025-11-21 15:15:00+00:00,3,4,2,2214,1262,522,18.4375
SOLUSDT,2025-11-21 15:15:00+00:00,5,3,5,9998,5141,2223,8.2125
DOGEUSDT,2025-11-21 15:45:00+00:00,4,2,3,4232,1571,847,44.2
DOGEUSDT,2025-11-21 17:00:00+00:00,4,2,4,7386,2735,1447,44.2
XRPUSDT,2025-11-21 17:45:00+00:00,4,2,3,4641,1648,854,29.925
DOGEUSDT,2025-11-21 18:45:00+00:00,4,2,4,5603,2161,1120,44.2
BTCUSDT,2025-11-21 19:45:00+00:00,5,1,5,17547,4246,1505,173.075
DOGEUSDT,2025-11-21 21:00:00+00:00,3,1,2,2960,850,545,1.0
DOGEUSDT,2025-11-22 03:15:00+00:00,3,3,2,2273,1158,433,36.4125
DOGEUSDT,2025-11-22 03:30:00+00:00,3,3,3,2483,1285,469,36.4125
DOGEUSDT,2025-11-22 07:00:00+00:00,2,2,2,1742,681,363,56.45
XRPUSDT,2025-11-22 08:30:00+00:00,4,3,4,5729,2583,1043,32.2375
SOLUSDT,2025-11-22 12:00:00+00:00,3,5,3,3034,2031,552,40.7625
DOGEUSDT,2025-11-22 14:15:00+00:00,4,3,4,5117,2347,1032,16.275
SOLUSDT,2025-11-22 19:00:00+00:00,3,4,3,1876,1025,426,97.675
ETHUSDT,2025-11-22 20:00:00+00:00,4,1,4,5535,1030,380,106.55
ADAUSDT,2025-11-22 20:15:00+00:00,1,3,1,255,136,64,39.4875
DOGEUSDT,2025-11-22 21:00:00+00:00,2,2,2,1125,480,257,56.45
DOGEUSDT,2025-11-23 02:30:00+00:00,4,4,4,4005,2183,720,3.7875
DOGEUSDT,2025-11-23 02:45:00+00:00,3,3,3,2152,1054,461,36.4125
ETHUSDT,2025-11-23 05:30:00+00:00,5,3,5,12435,6237,749,1.4625
DOGEUSDT,2025-11-23 06:00:00+00:00,2,2,2,1183,531,268,56.45
ETHUSDT,2025-11-23 06:15:00+00:00,5,5,5,8944,5697,524,1.0
XRPUSDT,2025-11-23 07:00:00+00:00,3,3,4,3268,1621,688,62.125
XRPUSDT,2025-11-23 08:15:00+00:00,2,2,2,1565,627,342,29.175
SOLUSDT,2025-11-23 08:30:00+00:00,3,3,2,1817,931,444,43.7
BTCUSDT,2025-11-23 10:30:00+00:00,4,1,4,6392,1859,708,46.3875
BTCUSDT,2025-11-23 11:45:00+00:00,5,2,5,8544,2717,823,57.2
SOLUSDT,2025-11-23 14:30:00+00:00,3,3,3,2800,1491,668,43.7
XRPUSDT,2025-11-23 18:15:00+00:00,3,2,3,2701,1152,561,48.225
XRPUSDT,2025-11-23 18:45:00+00:00,3,2,3,2212,902,450,48.225
SOLUSDT,2025-11-23 21:30:00+00:00,2,3,3,1676,885,402,16.0375
ADAUSDT,2025-11-24 00:30:00+00:00,1,3,2,663,348,168,39.4875
XRPUSDT,2025-11-24 01:00:00+00:00,3,1,3,2981,790,507,1.0
XRPUSDT,2025-11-24 01:15:00+00:00,3,1,2,2669,670,461,1.0
ADAUSDT,2025-11-24 06:15:00+00:00,1,4,1,481,266,117,104.5375
XRPUSDT,2025-11-24 08:15:00+00:00,3,2,2,2589,806,459,48.225
ADAUSDT,2025-11-24 09:45:00+00:00,1,5,2,631,441,111,81.6375
BTCUSDT,2025-11-24 10:45:00+00:00,5,2,5,8188,2725,699,57.2
XRPUSDT,2025-11-24 10:45:00+00:00,3,2,2,1868,762,411,48.225
XRPUSDT,2025-11-24 17:15:00+00:00,5,2,5,10636,4348,1947,11.6125
ETHUSDT,2025-11-24 18:00:00+00:00,5,3,5,52397,27798,2937,1.4625
ETHUSDT,2025-11-24 18:15:00+00:00,5,5,5,27685,17949,1409,1.0
ADAUSDT,2025-11-24 20:00:00+00:00,2,4,2,1139,685,244,52.55
BTCUSDT,2025-11-24 22:30:00+00:00,4,2,4,6230,2102,724,104.35
XRPUSDT,2025-11-24 23:45:00+00:00,4,5,4,4031,2710,576,7.4375
XRPUSDT,2025-11-25 00:45:00+00:00,3,2,3,3455,1274,667,48.225
XRPUSDT,2025-11-25 08:00:00+00:00,4,4,4,6097,3493,926,14.8625
AVAXUSDT,2025-11-25 10:15:00+00:00,1,3,1,231,122,47,1.0
ETHUSDT,2025-11-25 10:15:00+00:00,5,3,5,12443,5933,1127,1.4625
XRPUSDT,2025-11-25 10:15:00+00:00,5,5,4,7965,6205,798,1.5875
DOGEUSDT,2025-11-25 12:00:00+00:00,2,2,2,1600,711,350,56.45
SOLUSDT,2025-11-25 14:30:00+00:00,5,3,4,7656,3882,1722,8.2125
SOLUSDT,2025-11-25 16:00:00+00:00,4,4,3,3537,1914,823,52.7875
SOLUSDT,2025-11-25 16:30:00+00:00,4,3,4,3682,1947,843,26.9375
DOGEUSDT,2025-11-25 16:45:00+00:00,2,2,2,1488,599,291,56.45
ADAUSDT,2025-11-25 19:15:00+00:00,2,5,2,945,659,178,40.525
ETHUSDT,2025-11-26 01:00:00+00:00,5,3,5,11762,5534,663,1.4625
SOLUSDT,2025-11-26 01:15:00+00:00,2,3,3,1660,864,391,16.0375
XRPUSDT,2025-11-26 02:45:00+00:00,2,2,2,1134,442,254,29.175
ETHUSDT,2025-11-26 05:45:00+00:00,5,2,5,8930,2792,596,22.9625
XRPUSDT,2025-11-26 08:00:00+00:00,2,2,2,1424,524,305,29.175
AVAXUSDT,2025-11-26 09:45:00+00:00,1,3,1,298,151,68,1.0
AVAXUSDT,2025-11-26 10:00:00+00:00,1,3,1,259,135,54,1.0
AVAXUSDT,2025-11-26 10:15:00+00:00,1,3,1,289,134,69,1.0
SOLUSDT,2025-11-26 10:45:00+00:00,2,3,3,1302,695,291,16.0375
AVAXUSDT,2025-11-26 13:45:00+00:00,1,3,1,296,153,54,1.0
XRPUSDT,2025-11-26 16:00:00+00:00,4,2,4,3653,1433,697,29.925
AVAXUSDT,2025-11-26 16:45:00+00:00,1,3,1,256,118,48,1.0
XRPUSDT,2025-11-26 17:30:00+00:00,4,2,4,6187,2454,1166,29.925
XRPUSDT,2025-11-26 18:00:00+00:00,4,2,4,5690,2084,1105,29.925
SOLUSDT,2025-11-26 19:30:00+00:00,4,5,4,4286,2820,811,28.9
XRPUSDT,2025-11-26 19:30:00+00:00,3,2,3,2490,953,494,48.225
SOLUSDT,2025-11-26 20:00:00+00:00,4,5,4,4890,3059,954,28.9
XRPUSDT,2025-11-26 21:15:00+00:00,3,2,3,2165,724,409,48.225
DOGEUSDT,2025-11-26 22:30:00+00:00,2,3,1,897,431,185,66.0875
DOGEUSDT,2025-11-27 02:45:00+00:00,2,3,2,1619,765,350,66.0875
DOGEUSDT,2025-11-27 06:15:00+00:00,2,5,2,1203,785,223,4.8875
BTCUSDT,2025-11-27 09:00:00+00:00,5,3,5,8937,4213,1701,3.325
DOGEUSDT,2025-11-27 09:15:00+00:00,2,2,2,1195,530,259,56.45
AVAXUSDT,2025-11-27 09:45:00+00:00,1,3,1,290,151,66,1.0
BTCUSDT,2025-11-27 11:00:00+00:00,4,2,4,5732,2305,887,104.35
SOLUSDT,2025-11-27 11:30:00+00:00,3,3,3,1802,937,408,43.7
DOGEUSDT,2025-11-27 14:45:00+00:00,1,2,1,754,306,171,13.8375
ETHUSDT,2025-11-27 17:15:00+00:00,5,2,4,8032,2608,675,22.9625
DOGEUSDT,2025-11-27 21:00:00+00:00,1,3,1,756,403,156,47.5125
XRPUSDT,2025-11-28 15:15:00+00:00,5,2,5,11971,4997,2233,11.6125
SOLUSDT,2025-11-28 19:15:00+00:00,3,5,4,2976,1883,595,40.7625
XRPUSDT,2025-11-28 20:15:00+00:00,2,2,3,1631,621,322,29.175
DOGEUSDT,2025-11-28 22:30:00+00:00,1,2,1,668,279,157,13.8375
BTCUSDT,2025-11-28 23:30:00+00:00,4,2,3,3671,1288,464,104.35
ADAUSDT,2025-11-28 23:45:00+00:00,1,5,1,205,134,43,81.6375
DOGEUSDT,2025-11-28 23:45:00+00:00,1,2,1,335,144,83,13.8375
DOGEUSDT,2025-11-29 00:45:00+00:00,1,2,1,535,237,115,13.8375
DOGEUSDT,2025-11-29 01:15:00+00:00,1,2,1,570,255,141,13.8375
XRPUSDT,2025-11-29 01:45:00+00:00,1,2,1,748,305,166,2.1125
XRPUSDT,2025-11-29 02:15:00+00:00,1,2,1,765,317,168,2.1125
XRPUSDT,2025-11-29 02:45:00+00:00,1,2,1,757,333,174,2.1125
XRPUSDT,2025-11-29 03:00:00+00:00,1,2,2,720,319,168,2.1125
BTCUSDT,2025-11-29 04:00:00+00:00,3,2,3,3340,1326,512,18.6125
XRPUSDT,2025-11-29 04:15:00+00:00,1,2,2,789,302,170,2.1125
XRPUSDT,2025-11-29 05:00:00+00:00,1,2,1,639,278,145,2.1125
DOGEUSDT,2025-11-29 05:15:00+00:00,1,4,1,429,251,90,16.3375
XRPUSDT,2025-11-29 05:15:00+00:00,1,2,2,761,308,181,2.1125
BTCUSDT,2025-11-29 05:30:00+00:00,3,2,3,3190,1302,472,18.6125
DOGEUSDT,2025-11-29 05:30:00+00:00,1,5,1,517,339,94,1.9625
BTCUSDT,2025-11-29 07:00:00+00:00,5,4,4,7755,4154,767,1.4
DOGEUSDT,2025-11-29 08:30:00+00:00,2,4,1,910,528,165,20.825
DOGEUSDT,2025-11-29 09:15:00+00:00,2,5,1,1545,1230,154,4.8875
ADAUSDT,2025-11-29 10:15:00+00:00,1,4,1,413,233,97,104.5375
ADAUSDT,2025-11-29 11:00:00+00:00,2,5,1,815,685,70,40.525
ETHUSDT,2025-11-29 12:45:00+00:00,3,2,3,2628,826,354,16.575
DOGEUSDT,2025-11-29 13:15:00+00:00,1,3,1,662,303,141,47.5125
ETHUSDT,2025-11-29 16:45:00+00:00,4,2,5,5586,2013,596,26.225
DOGEUSDT,2025-11-29 17:00:00+00:00,1,3,1,764,354,165,47.5125
DOGEUSDT,2025-11-29 17:15:00+00:00,2,2,2,915,404,203,56.45
XRPUSDT,2025-11-29 20:45:00+00:00,2,2,2,1698,740,351,29.175
XRPUSDT,2025-11-29 21:45:00+00:00,1,2,1,796,323,168,2.1125
ETHUSDT,2025-11-29 23:30:00+00:00,3,1,2,2374,594,251,19.05
SOLUSDT,2025-11-30 00:30:00+00:00,3,5,4,2213,1573,380,40.7625
XRPUSDT,2025-11-30 00:30:00+00:00,1,2,1,726,312,146,2.1125
ETHUSDT,2025-11-30 01:30:00+00:00,3,1,3,3163,716,289,19.05
XRPUSDT,2025-11-30 01:45:00+00:00,1,2,1,558,238,124,2.1125
DOGEUSDT,2025-11-30 02:15:00+00:00,1,3,1,492,237,110,47.5125
ADAUSDT,2025-11-30 03:15:00+00:00,2,5,2,1038,755,147,40.525
BTCUSDT,2025-11-30 04:15:00+00:00,3,2,2,3153,1184,420,18.6125
XRPUSDT,2025-11-30 04:30:00+00:00,1,2,1,618,254,132,2.1125
XRPUSDT,2025-11-30 06:00:00+00:00,1,2,1,716,314,160,2.1125
DOGEUSDT,2025-11-30 07:15:00+00:00,1,5,1,478,303,72,1.9625
BTCUSDT,2025-11-30 07:30:00+00:00,4,4,3,4690,2631,652,2.3625
SOLUSDT,2025-11-30 09:45:00+00:00,2,4,2,1287,753,267,69.175
BTCUSDT,2025-11-30 10:30:00+00:00,4,3,4,6079,2839,653,14.5875
SOLUSDT,2025-11-30 13:30:00+00:00,5,5,5,8576,5691,1477,8.275
BTCUSDT,2025-11-30 15:15:00+00:00,4,2,4,6274,2034,732,104.35
ETHUSDT,2025-11-30 15:45:00+00:00,4,4,5,6381,3766,415,1.0
DOGEUSDT,2025-11-30 18:15:00+00:00,2,3,2,847,417,167,66.0875
XRPUSDT,2025-11-30 19:00:00+00:00,1,2,1,765,316,181,2.1125
BTCUSDT,2025-11-30 19:45:00+00:00,3,2,3,2828,1065,396,18.6125
XRPUSDT,2025-11-30 20:00:00+00:00,1,2,1,737,321,174,2.1125
ADAUSDT,2025-11-30 23:45:00+00:00,2,5,2,838,553,166,40.525
AVAXUSDT,2025-11-30 23:45:00+00:00,1,5,2,648,482,118,225.225
ADAUSDT,2025-12-01 00:00:00+00:00,5,4,4,7756,4614,1629,1.275
ADAUSDT,2025-12-01 00:30:00+00:00,4,5,3,4323,2828,831,4.225
ADAUSDT,2025-12-01 01:15:00+00:00,4,5,4,3726,2416,696,4.225
XRPUSDT,2025-12-01 01:30:00+00:00,4,2,3,3787,1152,673,29.925
ADAUSDT,2025-12-01 02:00:00+00:00,2,5,2,1454,1059,245,40.525
ETHUSDT,2025-12-01 03:45:00+00:00,5,3,5,15067,7539,1023,1.4625
ETHUSDT,2025-12-01 04:15:00+00:00,5,3,5,31669,15894,2332,1.4625
ADAUSDT,2025-12-01 06:00:00+00:00,1,5,1,682,447,142,81.6375
SOLUSDT,2025-12-01 08:45:00+00:00,3,5,3,2848,1874,538,40.7625
ETHUSDT,2025-12-01 09:30:00+00:00,5,5,5,17882,12310,872,1.0
ETHUSDT,2025-12-01 10:15:00+00:00,4,3,5,6181,3095,613,1.0
ETHUSDT,2025-12-01 10:30:00+00:00,5,4,5,8206,5046,603,1.0
DOGEUSDT,2025-12-01 10:45:00+00:00,2,4,1,845,505,172,20.825
ETHUSDT,2025-12-01 10:45:00+00:00,5,5,5,11926,9672,548,1.0
ETHUSDT,2025-12-01 11:00:00+00:00,5,5,5,17338,12289,941,1.0
BTCUSDT,2025-12-01 11:15:00+00:00,5,1,5,10149,2843,954,173.075
ETHUSDT,2025-12-01 11:15:00+00:00,5,4,5,15650,9586,975,1.0
ETHUSDT,2025-12-01 11:30:00+00:00,5,5,5,19240,14868,771,1.0
ETHUSDT,2025-12-01 11:45:00+00:00,4,3,5,7369,3362,716,1.0
XRPUSDT,2025-12-01 13:15:00+00:00,3,2,3,2648,948,558,48.225
DOGEUSDT,2025-12-01 14:00:00+00:00,3,3,3,1976,1015,393,36.4125
DOGEUSDT,2025-12-01 14:15:00+00:00,2,2,2,1237,549,277,56.45
DOGEUSDT,2025-12-01 14:30:00+00:00,4,2,3,4207,1849,815,44.2
ETHUSDT,2025-12-01 14:45:00+00:00,5,1,5,27990,6934,2562,232.8125
SOLUSDT,2025-12-01 14:45:00+00:00,4,3,4,4575,2365,1021,26.9375
ETHUSDT,2025-12-01 15:30:00+00:00,5,2,5,92742,28768,8597,22.9625
ETHUSDT,2025-12-01 20:00:00+00:00,5,2,5,29238,10248,1986,22.9625
XRPUSDT,2025-12-01 23:30:00+00:00,2,2,2,1510,573,305,29.175
DOGEUSDT,2025-12-01 23:45:00+00:00,1,2,1,718,315,161,13.8375
ADAUSDT,2025-12-02 01:15:00+00:00,1,4,1,617,335,138,104.5375
XRPUSDT,2025-12-02 03:30:00+00:00,3,4,4,2570,1406,418,28.8375
SOLUSDT,2025-12-02 04:15:00+00:00,3,4,3,2084,1285,390,97.675
XRPUSDT,2025-12-02 10:30:00+00:00,2,2,2,1194,517,267,29.175
ETHUSDT,2025-12-02 12:15:00+00:00,5,3,5,8929,4216,695,1.4625
ADAUSDT,2025-12-02 13:15:00+00:00,2,4,2,823,505,189,52.55
ETHUSDT,2025-12-02 13:45:00+00:00,5,3,5,21010,9866,1330,1.4625
ETHUSDT,2025-12-02 14:00:00+00:00,5,3,5,42735,22697,2488,1.4625
SOLUSDT,2025-12-02 14:15:00+00:00,4,4,5,5618,3343,1113,52.7875
DOGEUSDT,2025-12-02 14:30:00+00:00,4,3,3,3789,1710,743,16.275
ETHUSDT,2025-12-02 14:30:00+00:00,5,3,5,60358,27947,3783,1.4625
ADAUSDT,2025-12-02 15:00:00+00:00,4,4,3,3992,2462,879,6.0125
DOGEUSDT,2025-12-02 15:00:00+00:00,5,4,5,11117,5970,1922,1.0
XRPUSDT,2025-12-02 15:15:00+00:00,5,2,5,13841,5607,2763,11.6125
SOLUSDT,2025-12-02 17:15:00+00:00,5,5,5,10850,7981,1644,8.275
SOLUSDT,2025-12-02 18:00:00+00:00,5,5,4,9502,7635,1040,8.275
SOLUSDT,2025-12-02 18:15:00+00:00,5,5,4,8601,6895,968,8.275
XRPUSDT,2025-12-02 19:15:00+00:00,3,2,2,1909,794,412,48.225
XRPUSDT,2025-12-02 20:15:00+00:00,4,4,4,5641,3167,929,14.8625
BTCUSDT,2025-12-02 22:15:00+00:00,5,2,5,11265,3661,748,57.2
ETHUSDT,2025-12-02 22:15:00+00:00,4,1,4,7385,1124,503,106.55
XRPUSDT,2025-12-03 00:15:00+00:00,4,5,3,3565,2304,515,7.4375
SOLUSDT,2025-12-03 02:45:00+00:00,3,4,3,2524,1528,529,97.675
DOGEUSDT,2025-12-03 06:15:00+00:00,3,3,3,2380,1256,446,36.4125
DOGEUSDT,2025-12-03 08:45:00+00:00,3,4,3,2040,1201,357,10.075
AVAXUSDT,2025-12-03 14:00:00+00:00,3,5,3,1906,1390,324,11.7
ADAUSDT,2025-12-03 15:15:00+00:00,2,4,2,1044,590,244,52.55
AVAXUSDT,2025-12-03 16:30:00+00:00,1,5,2,618,440,110,225.225
XRPUSDT,2025-12-03 17:00:00+00:00,3,2,3,2120,829,426,48.225
DOGEUSDT,2025-12-04 06:00:00+00:00,2,5,2,1298,889,215,4.8875
XRPUSDT,2025-12-04 07:15:00+00:00,3,5,3,2817,1839,450,12.5625
DOGEUSDT,2025-12-04 08:45:00+00:00,2,4,1,835,455,174,20.825
ADAUSDT,2025-12-04 10:00:00+00:00,1,4,1,294,179,74,104.5375
SOLUSDT,2025-12-04 12:15:00+00:00,4,5,4,4070,2848,654,28.9
ADAUSDT,2025-12-04 19:15:00+00:00,3,4,2,2096,1236,454,18.4375
XRPUSDT,2025-12-04 19:30:00+00:00,4,2,3,4077,1436,804,29.925
DOGEUSDT,2025-12-05 03:15:00+00:00,1,3,1,637,305,147,47.5125
XRPUSDT,2025-12-05 03:15:00+00:00,2,4,2,1641,924,313,31.5375
ADAUSDT,2025-12-05 07:15:00+00:00,1,3,1,249,127,54,39.4875
XRPUSDT,2025-12-05 11:30:00+00:00,4,5,4,3742,2734,394,7.4375
ADAUSDT,2025-12-05 12:15:00+00:00,1,5,1,269,168,64,81.6375
XRPUSDT,2025-12-05 13:00:00+00:00,3,2,2,1920,795,419,48.225
ADAUSDT,2025-12-05 16:15:00+00:00,2,4,2,1596,924,379,52.55
DOGEUSDT,2025-12-05 16:15:00+00:00,3,2,3,3410,1463,734,69.6875
DOGEUSDT,2025-12-05 16:30:00+00:00,5,3,4,7721,3727,1575,3.625
SOLUSDT,2025-12-05 17:45:00+00:00,4,4,4,4459,2565,937,52.7875
ADAUSDT,2025-12-05 18:15:00+00:00,3,5,2,2131,1692,260,15.725
ADAUSDT,2025-12-05 19:00:00+00:00,2,5,2,1267,834,249,40.525
AVAXUSDT,2025-12-05 23:15:00+00:00,2,5,3,1540,1276,161,51.5625
BTCUSDT,2025-12-05 23:30:00+00:00,4,2,4,5665,1907,612,104.35
XRPUSDT,2025-12-06 00:30:00+00:00,2,2,2,1105,492,254,29.175
XRPUSDT,2025-12-06 02:15:00+00:00,1,2,1,775,307,169,2.1125
XRPUSDT,2025-12-06 02:45:00+00:00,1,3,1,734,359,159,17.675
XRPUSDT,2025-12-06 03:00:00+00:00,2,3,2,1157,564,281,75.6375
ADAUSDT,2025-12-06 03:15:00+00:00,1,5,1,424,296,70,81.6375
ETHUSDT,2025-12-06 05:15:00+00:00,3,1,3,3433,941,330,19.05
XRPUSDT,2025-12-06 05:30:00+00:00,1,2,1,713,320,166,2.1125
DOGEUSDT,2025-12-06 06:30:00+00:00,1,2,1,568,252,128,13.8375
ETHUSDT,2025-12-06 06:30:00+00:00,3,2,3,2670,859,334,16.575
SOLUSDT,2025-12-06 07:15:00+00:00,2,5,2,1439,955,281,21.8625
ADAUSDT,2025-12-06 08:15:00+00:00,1,5,1,367,232,74,81.6375
BTCUSDT,2025-12-06 11:30:00+00:00,5,2,5,9544,3319,877,57.2
DOGEUSDT,2025-12-06 12:30:00+00:00,1,2,1,457,202,116,13.8375
ETHUSDT,2025-12-06 13:00:00+00:00,3,2,3,2904,892,329,16.575
AVAXUSDT,2025-12-06 13:30:00+00:00,1,5,1,392,326,41,225.225
ADAUSDT,2025-12-06 17:30:00+00:00,1,5,1,341,222,71,81.6375
ETHUSDT,2025-12-06 17:45:00+00:00,4,3,4,3710,1674,347,1.0
AVAXUSDT,2025-12-06 18:45:00+00:00,1,5,1,221,144,46,225.225
ETHUSDT,2025-12-06 20:45:00+00:00,3,2,2,2266,894,294,16.575
DOGEUSDT,2025-12-06 21:15:00+00:00,1,2,1,654,290,150,13.8375
XRPUSDT,2025-12-06 21:45:00+00:00,1,2,1,668,290,151,2.1125
XRPUSDT,2025-12-06 22:30:00+00:00,1,3,1,566,261,128,17.675
XRPUSDT,2025-12-07 00:15:00+00:00,1,2,1,788,332,182,2.1125
BTCUSDT,2025-12-07 02:00:00+00:00,3,1,3,3384,979,362,1.0
BTCUSDT,2025-12-07 02:30:00+00:00,4,2,3,3701,1130,450,104.35
ETHUSDT,2025-12-07 03:15:00+00:00,3,1,3,3043,881,364,19.05
DOGEUSDT,2025-12-07 03:30:00+00:00,1,3,1,431,200,115,47.5125
ETHUSDT,2025-12-07 04:00:00+00:00,3,2,3,3166,1133,369,16.575
XRPUSDT,2025-12-07 04:00:00+00:00,3,2,2,1780,793,398,48.225
DOGEUSDT,2025-12-07 04:15:00+00:00,1,3,1,421,218,96,47.5125
SOLUSDT,2025-12-07 04:15:00+00:00,2,5,3,1341,930,219,21.8625
BTCUSDT,2025-12-07 04:45:00+00:00,3,2,4,3359,1109,394,18.6125
BTCUSDT,2025-12-07 05:15:00+00:00,3,1,3,3149,902,361,1.0
BTCUSDT,2025-12-07 06:30:00+00:00,3,2,3,2319,724,309,18.6125
BTCUSDT,2025-12-07 06:45:00+00:00,3,1,3,3101,809,372,1.0
DOGEUSDT,2025-12-07 08:45:00+00:00,1,3,1,517,257,118,47.5125
ETHUSDT,2025-12-07 08:45:00+00:00,3,2,3,3245,966,368,16.575
SOLUSDT,2025-12-07 10:15:00+00:00,2,4,3,1396,792,305,69.175
XRPUSDT,2025-12-07 11:15:00+00:00,1,2,1,783,329,176,2.1125
ETHUSDT,2025-12-07 11:30:00+00:00,3,2,3,2418,892,267,16.575
SOLUSDT,2025-12-07 11:30:00+00:00,2,4,1,980,556,221,69.175
XRPUSDT,2025-12-07 14:00:00+00:00,3,3,3,2254,1084,447,62.125
ADAUSDT,2025-12-07 14:30:00+00:00,3,5,3,2358,1477,513,15.725
SOLUSDT,2025-12-07 15:00:00+00:00,5,5,4,16779,13298,1877,8.275
SOLUSDT,2025-12-07 16:00:00+00:00,5,5,5,10926,8415,1323,8.275
XRPUSDT,2025-12-07 16:15:00+00:00,3,2,3,2109,783,442,48.225
ADAUSDT,2025-12-07 22:00:00+00:00,3,4,3,3404,2043,710,18.4375
BTCUSDT,2025-12-07 23:15:00+00:00,5,1,5,12393,1841,620,173.075
DOGEUSDT,2025-12-08 04:45:00+00:00,1,3,1,575,266,131,47.5125
XRPUSDT,2025-12-08 08:00:00+00:00,2,3,2,1260,598,260,75.6375
ETHUSDT,2025-12-08 08:30:00+00:00,4,1,4,7323,1553,657,106.55
SOLUSDT,2025-12-08 11:45:00+00:00,3,4,4,3361,1969,687,97.675
XRPUSDT,2025-12-08 13:00:00+00:00,3,3,3,2076,956,422,62.125
ADAUSDT,2025-12-08 14:30:00+00:00,4,5,3,3518,2344,687,4.225
SOLUSDT,2025-12-08 14:30:00+00:00,5,4,5,10353,5757,2069,14.5375
SOLUSDT,2025-12-08 14:45:00+00:00,4,3,4,6365,3371,1345,26.9375
DOGEUSDT,2025-12-08 15:00:00+00:00,4,2,3,3983,1650,849,44.2
XRPUSDT,2025-12-08 15:15:00+00:00,5,3,4,8684,4225,1533,12.4625
XRPUSDT,2025-12-08 17:30:00+00:00,2,2,2,1527,586,332,29.175
DOGEUSDT,2025-12-08 21:15:00+00:00,1,2,1,770,329,178,13.8375
AVAXUSDT,2025-12-08 21:45:00+00:00,1,5,1,267,188,43,225.225
ETHUSDT,2025-12-08 21:45:00+00:00,4,2,4,7184,2253,557,26.225
SOLUSDT,2025-12-08 22:45:00+00:00,3,5,3,2063,1522,281,40.7625
DOGEUSDT,2025-12-08 23:15:00+00:00,3,5,4,2579,1915,275,2.925
DOGEUSDT,2025-12-08 23:45:00+00:00,1,3,1,388,194,85,47.5125
XRPUSDT,2025-12-09 00:15:00+00:00,2,2,1,1010,427,223,29.175
DOGEUSDT,2025-12-09 01:00:00+00:00,2,3,2,1006,491,241,66.0875
ADAUSDT,2025-12-09 07:00:00+00:00,1,4,1,486,284,108,104.5375
SOLUSDT,2025-12-09 08:15:00+00:00,2,3,3,1272,674,290,16.0375
XRPUSDT,2025-12-09 09:00:00+00:00,2,3,2,1025,487,213,75.6375
ADAUSDT,2025-12-09 10:30:00+00:00,3,5,3,2149,1690,248,15.725
ADAUSDT,2025-12-09 12:15:00+00:00,3,5,3,3365,2115,718,15.725
XRPUSDT,2025-12-09 12:45:00+00:00,2,2,2,1188,506,271,29.175
XRPUSDT,2025-12-09 14:30:00+00:00,4,2,4,5151,2074,959,29.925
ETHUSDT,2025-12-09 14:45:00+00:00,5,1,5,19652,3418,1347,232.8125
ADAUSDT,2025-12-09 15:00:00+00:00,5,4,4,7860,4807,1672,1.275
BTCUSDT,2025-12-09 15:45:00+00:00,5,2,5,63721,22036,4755,57.2
AVAXUSDT,2025-12-09 16:00:00+00:00,3,5,3,2797,2108,419,11.7
ADAUSDT,2025-12-09 17:00:00+00:00,4,5,3,3964,2530,832,4.225
AVAXUSDT,2025-12-09 17:00:00+00:00,3,5,2,2784,2411,231,11.7
SOLUSDT,2025-12-09 17:00:00+00:00,5,5,5,18007,13375,2508,8.275
DOGEUSDT,2025-12-09 17:15:00+00:00,5,4,4,9592,5598,1725,1.0
SOLUSDT,2025-12-09 17:15:00+00:00,5,5,5,22855,18177,2599,8.275
XRPUSDT,2025-12-09 17:15:00+00:00,5,5,5,16233,11474,2120,1.5875
SOLUSDT,2025-12-09 17:30:00+00:00,5,5,5,14567,11176,1927,8.275
XRPUSDT,2025-12-09 17:30:00+00:00,5,5,4,12470,9699,1237,1.5875
SOLUSDT,2025-12-09 17:45:00+00:00,5,5,5,11700,9251,1432,8.275
ADAUSDT,2025-12-09 18:00:00+00:00,4,5,3,3694,2498,649,4.225
BTCUSDT,2025-12-09 20:00:00+00:00,5,1,5,14668,3082,1072,173.075
ADAUSDT,2025-12-09 21:45:00+00:00,3,5,3,2995,1869,664,15.725
SOLUSDT,2025-12-09 21:45:00+00:00,5,5,5,10283,6632,1874,8.275
XRPUSDT,2025-12-09 22:30:00+00:00,3,3,3,2203,1005,391,62.125
XRPUSDT,2025-12-09 23:45:00+00:00,2,3,2,1036,500,224,75.6375
DOGEUSDT,2025-12-10 00:15:00+00:00,2,2,2,1357,544,293,56.45
DOGEUSDT,2025-12-10 03:30:00+00:00,1,2,1,768,309,172,13.8375
ADAUSDT,2025-12-10 03:45:00+00:00,2,5,1,1150,828,190,40.525
XRPUSDT,2025-12-10 04:00:00+00:00,3,5,3,2306,1575,339,12.5625
ETHUSDT,2025-12-10 07:00:00+00:00,4,2,4,4485,1401,460,26.225
XRPUSDT,2025-12-10 07:15:00+00:00,3,5,3,2698,1921,372,12.5625
DOGEUSDT,2025-12-10 07:30:00+00:00,1,2,1,607,244,130,13.8375
XRPUSDT,2025-12-10 08:45:00+00:00,2,5,2,1736,1166,291,7.925
